letter	number	name	frequency	specialisation
A1	6	Electrical Machinery, apparatus, energy	0.2857	4.7537
B5	3	Medical Technology	0.1429	3.0931
C11	1	Environmental Technology	0.0476	3.1316
C2	2	Biotechnology	0.0952	3.364
C6	1	Basic materials chemistery	0.0476	1.682
C7	1	Materials, metallurgy	0.0476	2.3333
C8	2	Surface technology, coating	0.0952	6.4762
D5	3	Other Special Machines	0.1429	3.5815
D8	2	Transport	0.0952	1.6557
