letter	number	name	frequency	specialisation
B2	1	Measurement	0.0323	0.6499
B4	1	Control	0.0323	2.0443
D1	3	Handling	0.0968	2.2723
D5	9	Other Special Machines	0.2903	7.2757
D8	1	Transport	0.0323	0.5617
E1	1	Furniture, Games	0.0323	1.3515
E3	15	Civil Engineering	0.4839	10.166
