letter	number	name	frequency	specialisation
A1	1	Electrical Machinery, apparatus, energy	0.1429	2.3777
C10	2	Chemical Engineering	0.2857	9.3366
D6	1	Thermal Processes and Apparatus	0.1429	7.0049
D8	1	Transport	0.1429	2.4852
E1	1	Furniture, Games	0.1429	5.9791
E3	1	Civil Engineering	0.1429	3.0021
