letter	number	name	frequency	specialisation
A1	3	Electrical Machinery, apparatus, energy	0.0833	1.386
A4	2	Digital Communication	0.0556	1.584
B2	3	Measurement	0.0833	1.6761
B5	1	Medical Technology	0.0278	0.6017
C10	1	Chemical Engineering	0.0278	0.9085
C8	3	Surface technology, coating	0.0833	5.6667
D1	8	Handling	0.2222	5.216
D2	7	Machine Tools	0.1944	6
D5	4	Other Special Machines	0.1111	2.7845
E3	4	Civil Engineering	0.1111	2.334
