letter	number	name	frequency	specialisation
A1	1	Electrical Machinery, apparatus, energy	0.0909	1.5125
B5	3	Medical Technology	0.2727	5.9026
C6	2	Basic materials chemistery	0.1818	6.424
D3	2	Engines, Pumps, Turbines	0.1818	5.3947
E2	2	Other Consumer Goods	0.1818	8.3779
E3	1	Civil Engineering	0.0909	1.9097
