"","source","target","flow"
"1","Aarhus","Besancon",1
"2","Aarhus","Calais",1
"3","Aarhus","Innsbruck",1
"4","Aarhus","London",1
"5","Aarhus","Munster",1
"6","Aarhus","Paris",1
"7","Aarhus","Stuttgart",1
"8","Aarhus","Venezia",8
"9","Aarhus","Zwolle",1
"10","Amsterdam","Amsterdam",114
"11","Amsterdam","Bale",1
"12","Amsterdam","Birmingham",1
"13","Amsterdam","Brighton",2
"14","Amsterdam","Bruxelles",1
"15","Amsterdam","Den Haag",2
"16","Amsterdam","Eindhoven",9
"17","Amsterdam","Frankfurt",2
"18","Amsterdam","Geneve",1
"19","Amsterdam","Hamburg",1
"20","Amsterdam","Hannover",3
"21","Amsterdam","London",17
"22","Amsterdam","Milano",2
"23","Amsterdam","Monchengladbach",3
"24","Amsterdam","Munchen",16
"25","Amsterdam","Newcastle",5
"26","Amsterdam","Nurnberg",3
"27","Amsterdam","Paris",55
"28","Amsterdam","Southampton",1
"29","Amsterdam","Stuttgart",9
"30","Amsterdam","Torino",1
"31","Amsterdam","Utrecht",1
"32","Annecy","Bremen",1
"33","Annecy","Bruxelles",2
"34","Annecy","Dresden",1
"35","Annecy","London",1
"36","Annecy","Munchen",1
"37","Annecy","Paris",2
"38","Annecy","Venezia",1
"39","Anvers","Amsterdam",3
"40","Anvers","Anvers",978
"41","Anvers","Bale",9
"42","Anvers","Birmingham",1
"43","Anvers","Braunschweig",4
"44","Anvers","Brighton",1
"45","Anvers","Cologne",62
"46","Anvers","Den Haag",1
"47","Anvers","Eindhoven",10
"48","Anvers","Frankfurt",55
"49","Anvers","Geneve",1
"50","Anvers","Goteborg",2
"51","Anvers","Grenoble",1
"52","Anvers","Hof",1
"53","Anvers","Kiel",1
"54","Anvers","Leeds",1
"55","Anvers","London",21
"56","Anvers","Lugano",1
"57","Anvers","Madeira",1
"58","Anvers","Manchester",2
"59","Anvers","Mannheim",10
"60","Anvers","Metz-Nancy",1
"61","Anvers","Milano",1
"62","Anvers","Munchen",7
"63","Anvers","Munster",3
"64","Anvers","Nurnberg",1
"65","Anvers","Oxford",1
"66","Anvers","Paderborn",2
"67","Anvers","Paris",7
"68","Anvers","Stockholm",2
"69","Anvers","Stuttgart",4
"70","Anvers","Torino",1
