"","source","target","flow"
"1","Aalborg","Aalborg",1
"2","Aalborg","Forli",1
"3","Aalborg","Memmingen",3
"4","Aalborg","Parma",2
"5","Aalborg","Stuttgart",3
"6","Aalborg","Torino",1
"7","Aarhus","Aarhus",2
"8","Aarhus","Copenhague",1
"9","Aarhus","Den Haag",1
"10","Aarhus","Dijon",1
"11","Aarhus","Friedrichshafen",1
"12","Aarhus","Innsbruck",2
"13","Aarhus","Wien",1
"14","Aberdeen","Karlsruhe",1
"15","Agen","Brighton",1
"16","Albi","Paris",1
"17","Alicante","Bale",2
"18","Alicante","Cologne",2
"19","Alicante","Malmo",2
"20","Alicante","Mannheim",2
"21","Amiens","Amiens",1
"22","Amiens","Bremen",1
"23","Amiens","Freiburg",1
"24","Amiens","Zurich",1
"25","Amsterdam","Aarhus",1
"26","Amsterdam","Amsterdam",5
"27","Amsterdam","Anvers",1
"28","Amsterdam","Bale",1
"29","Amsterdam","Barcelone",1
"30","Amsterdam","Den Haag",2
"31","Amsterdam","Dusseldorf",2
"32","Amsterdam","Eindhoven",1
"33","Amsterdam","Enschede",1
"34","Amsterdam","Essen",1
"35","Amsterdam","Freiburg",1
"36","Amsterdam","Friedrichshafen",1
"37","Amsterdam","Gavle-Sandviken",2
"38","Amsterdam","Geneve",1
"39","Amsterdam","Genova",1
"40","Amsterdam","Hamburg",1
"41","Amsterdam","Hannover",1
"42","Amsterdam","Krakow",1
"43","Amsterdam","London",3
"44","Amsterdam","Maastricht",1
"45","Amsterdam","Mannheim",2
"46","Amsterdam","Milano",2
"47","Amsterdam","Munchen",1
"48","Amsterdam","Orleans",2
"49","Amsterdam","Paris",8
"50","Amsterdam","Roma",2
"51","Amsterdam","Siegen",1
"52","Amsterdam","Stockholm",1
"53","Amsterdam","Tarbes",1
"54","Amsterdam","Venezia",1
"55","Amsterdam","Zurich",1
"56","Amsterdam","Zwolle",3
"57","Ancona","Ancona",9
"58","Ancona","Birmingham",2
"59","Ancona","Bologna",1
"60","Ancona","Catania",1
"61","Ancona","Cologne",2
"62","Ancona","Dusseldorf",1
"63","Ancona","Erfurt",1
"64","Ancona","Exeter",1
"65","Ancona","Groningen",1
"66","Ancona","Lubeck",1
"67","Ancona","Milano",1
"68","Ancona","Perugia",1
"69","Ancona","Saarbrucken",1
"70","Angers","Dusseldorf",1
"71","Angers","Lyon",1
"72","Angers","Malmo",2
"73","Angers","Munster",2
"74","Angers","Paris",5
"75","Angouleme","Munster",2
"76","Angouleme","Zurich",1
"77","Annecy","Amsterdam",1
"78","Annecy","Annecy",5
"79","Annecy","Bremen",1
"80","Annecy","Chambery",1
"81","Annecy","Cologne",1
"82","Annecy","Frankfurt",1
"83","Annecy","Freiburg",1
"84","Annecy","Friedrichshafen",1
"85","Annecy","Granada",2
"86","Annecy","London",1
"87","Annecy","Memmingen",1
"88","Annecy","Milano",1
"89","Annecy","Siegen",1
"90","Annecy","Siena",1
"91","Anvers","Aberdeen",1
"92","Anvers","Anvers",10
"93","Anvers","Augsburg",1
"94","Anvers","Berne",1
"95","Anvers","Bremen",1
"96","Anvers","Charleroi",2
"97","Anvers","Cologne",3
"98","Anvers","Copenhague",4
"99","Anvers","Den Haag",2
"100","Anvers","Dusseldorf",2
"101","Anvers","Edinburgh",1
"102","Anvers","Freiburg",1
"103","Anvers","Hamburg",1
"104","Anvers","Hannover",1
"105","Anvers","Helsinki",2
"106","Anvers","Hof",1
"107","Anvers","London",4
"108","Anvers","Mannheim",1
"109","Anvers","Milano",5
"110","Anvers","Munchen",1
"111","Anvers","Paris",5
"112","Anvers","Reims",1
"113","Anvers","Rotterdam",2
"114","Anvers","Stuttgart",1
"115","Anvers","Tarbes",1
"116","Anvers","Turku",1
"117","Anvers","Utrecht",1
"118","Athens","Athens",1
"119","Augsburg","Amsterdam",1
"120","Augsburg","Ancona",1
"121","Augsburg","Augsburg",25
"122","Augsburg","Bale",5
"123","Augsburg","Berne",1
"124","Augsburg","Cologne",1
"125","Augsburg","Dresden",1
"126","Augsburg","Dublin",1
"127","Augsburg","Dusseldorf",3
"128","Augsburg","Frankfurt",9
"129","Augsburg","Friedrichshafen",1
"130","Augsburg","Graz",1
"131","Augsburg","Hamburg",1
"132","Augsburg","Hannover",2
"133","Augsburg","Helsinki",3
"134","Augsburg","Hof",2
"135","Augsburg","Leipzig",2
"136","Augsburg","Liege",1
"137","Augsburg","London",2
"138","Augsburg","Maastricht",1
"139","Augsburg","Malmo",1
"140","Augsburg","Mannheim",5
"141","Augsburg","Metz-Nancy",1
"142","Augsburg","Milano",3
"143","Augsburg","Munchen",4
"144","Augsburg","Munster",2
"145","Augsburg","Nantes",1
"146","Augsburg","Nurnberg",1
"147","Augsburg","Reims",1
"148","Augsburg","Rotterdam",3
"149","Augsburg","Saint-Gall",1
"150","Augsburg","Salzburg",4
"151","Augsburg","Stuttgart",5
"152","Augsburg","Swansea",1
"153","Augsburg","Venezia",1
"154","Augsburg","Vicenza",1
"155","Augsburg","Zurich",3
"156","Avignon","Amsterdam",1
"157","Avignon","Avignon",1
"158","Avignon","Camborne-Redruth",1
"159","Avignon","Cologne",3
"160","Avignon","Hannover",1
"161","Avignon","Leipzig",1
"162","Avignon","London",1
"163","Avignon","Nurnberg",1
"164","Avignon","Strasbourg",1
"165","Avignon","Stuttgart",2
"166","Avignon","Torino",1
"167","Avignon","Venezia",1
"168","Baden-Baden","Baden-Baden",2
"169","Baden-Baden","Bale",1
"170","Baden-Baden","Braunschweig",1
"171","Baden-Baden","Cambridge",1
"172","Baden-Baden","Dusseldorf",1
"173","Baden-Baden","Essen",1
"174","Baden-Baden","Frankfurt",2
"175","Baden-Baden","Hannover",1
"176","Baden-Baden","Hof",1
"177","Baden-Baden","Ingolstadt",2
"178","Baden-Baden","Mannheim",1
"179","Baden-Baden","Milano",2
"180","Baden-Baden","Munchen",2
