letter	number	frequency	name
Copenhague	1243	0.1018	Copenhague
Frankfurt	1069	0.0876	Frankfurt
Mannheim	996	0.0816	Mannheim
Bale	964	0.079	Bale
Paris	946	0.0775	Paris
London	603	0.0494	London
Munchen	408	0.0334	Munchen
Maastricht	299	0.0245	Maastricht
Den Haag	287	0.0235	Den Haag
Gand	262	0.0215	Gand
Berlin	261	0.0214	Berlin
Dusseldorf	256	0.021	Dusseldorf
Cologne	250	0.0205	Cologne
Bruxelles	246	0.0202	Bruxelles
Siena	245	0.0201	Siena
