letter	number	frequency	name
Paris	2751	0.1065	Paris
Stuttgart	2514	0.0973	Stuttgart
Munchen	1535	0.0594	Munchen
Frankfurt	1333	0.0516	Frankfurt
Cologne	1095	0.0424	Cologne
Mannheim	859	0.0333	Mannheim
Milano	818	0.0317	Milano
London	766	0.0297	London
Zurich	666	0.0258	Zurich
Nurnberg	555	0.0215	Nurnberg
Dusseldorf	534	0.0207	Dusseldorf
Torino	528	0.0204	Torino
Dortmund	501	0.0194	Dortmund
Friedrichshafen	490	0.019	Friedrichshafen
Birmingham	421	0.0163	Birmingham
