"","source","target","flow"
"1","Aalborg","Aalborg",4
"2","Aalborg","Bremen",1
"3","Aalborg","Copenhague",1
"4","Aalborg","Essen",1
"5","Aalborg","Geneve",2
"6","Aalborg","Hannover",1
"7","Aalborg","Linz",2
"8","Aalborg","London",2
"9","Aalborg","Lyon",1
"10","Aalborg","Monchengladbach",1
"11","Aalborg","Munchen",1
"12","Aalborg","Munster",1
"13","Aalborg","Nantes",1
"14","Aalborg","Paris",3
"15","Aalborg","Rzeszow",1
"16","Aalborg","Stuttgart",2
"17","Aalborg","Toulouse",1
"18","Aalborg","Utrecht",2
"19","Aalborg","Venezia",2
"20","Aalborg","Wien",1
"21","Aarhus","Aarhus",17
"22","Aarhus","Bergerac",1
"23","Aarhus","Bolzano",1
"24","Aarhus","Bregenz",1
"25","Aarhus","Copenhague",4
"26","Aarhus","Den Haag",2
"27","Aarhus","Dusseldorf",2
"28","Aarhus","Frankfurt",1
"29","Aarhus","Hamburg",1
"30","Aarhus","Hannover",5
"31","Aarhus","Ingolstadt",1
"32","Aarhus","Kassel",2
"33","Aarhus","London",1
"34","Aarhus","Lubeck",1
"35","Aarhus","Metz-Nancy",1
"36","Aarhus","Munchen",4
"37","Aarhus","Nurnberg",1
"38","Aarhus","Paderborn",2
"39","Aarhus","Paris",2
"40","Aarhus","Perugia",2
"41","Aarhus","Rotterdam",4
"42","Aarhus","Siegen",1
"43","Aarhus","Sion",1
"44","Aarhus","Utrecht",2
"45","Aarhus","Viborg",1
"46","Aarhus","Zurich",2
"47","Aberdeen","Aberdeen",15
"48","Aberdeen","Bruxelles",2
"49","Aberdeen","Cambridge",1
"50","Aberdeen","Cardiff",1
"51","Aberdeen","Den Haag",6
"52","Aberdeen","Dortmund",1
"53","Aberdeen","Glasgow",1
"54","Aberdeen","Lille",2
"55","Aberdeen","London",2
"56","Aberdeen","Malaga",1
"57","Aberdeen","Munster",1
"58","Aberdeen","Oslo",2
"59","Aberdeen","Paris",8
"60","Agen","Ancona",1
"61","Agen","Anvers",1
"62","Agen","Besancon",4
"63","Agen","Bruxelles",1
"64","Agen","Klagenfurt",1
"65","Agen","Lille",1
"66","Agen","Milano",2
"67","Agen","Paris",1
"68","Agen","Saint-Gall",1
"69","Agen","Vicenza",1
"70","Ajaccio","Bolzano",1
"71","Albacete","Paderborn",3
"72","Albi","Annecy",1
"73","Albi","Auxerre",1
"74","Alghero","Alghero",1
"75","Alghero","Calais",1
"76","Alghero","Frankfurt",1
"77","Alghero","Liverpool",1
"78","Alicante","Alicante",4
"79","Alicante","Dortmund",1
"80","Alicante","Emden",1
"81","Alicante","Enschede",1
"82","Alicante","Hannover",2
"83","Alicante","Lille",1
"84","Alicante","Malmo",1
"85","Alicante","Mannheim",1
"86","Alicante","Milano",4
"87","Alicante","Paderborn",1
"88","Alicante","Zurich",1
"89","Almeria","Innsbruck",1
"90","Almeria","Paris",1
"91","Almeria","Utrecht",1
"92","Amiens","Amiens",12
"93","Amiens","Anvers",1
"94","Amiens","Berlin",1
"95","Amiens","Besancon",1
"96","Amiens","Birmingham",3
"97","Amiens","Bologna",1
"98","Amiens","Cologne",5
"99","Amiens","Dortmund",3
"100","Amiens","Dusseldorf",4
"101","Amiens","Eindhoven",1
"102","Amiens","Geneve",1
"103","Amiens","Genova",1
"104","Amiens","Helsinki",2
"105","Amiens","London",5
"106","Amiens","Luxembourg",2
"107","Amiens","Lyon",1
"108","Amiens","Munchen",1
"109","Amiens","Munster",5
"110","Amiens","Orleans",1
"111","Amiens","Paris",5
"112","Amiens","Rotterdam",1
"113","Amiens","Rouen",1
"114","Amiens","Stuttgart",2
"115","Amiens","Torino",1
"116","Amiens","Toulouse",2
"117","Amiens","Venezia",2
"118","Amiens","Verona",1
"119","Amiens","Wien",1
"120","Amsterdam","Aarhus",1
"121","Amsterdam","Amsterdam",23
"122","Amsterdam","Angers",1
"123","Amsterdam","Augsburg",1
"124","Amsterdam","Bale",2
"125","Amsterdam","Bari",3
"126","Amsterdam","Berlin",2
"127","Amsterdam","Birmingham",1
"128","Amsterdam","Bregenz",2
"129","Amsterdam","Bruxelles",2
"130","Amsterdam","Cologne",2
"131","Amsterdam","Den Haag",2
"132","Amsterdam","Dortmund",1
"133","Amsterdam","Dusseldorf",2
"134","Amsterdam","Emden",2
"135","Amsterdam","Essen",1
"136","Amsterdam","Firenze",1
"137","Amsterdam","Frankfurt",1
"138","Amsterdam","Freiburg",2
"139","Amsterdam","Grenoble",1
"140","Amsterdam","Halmstad",1
"141","Amsterdam","Hamburg",1
"142","Amsterdam","Helsinki",6
"143","Amsterdam","Lille",1
"144","Amsterdam","Linz",1
"145","Amsterdam","London",5
"146","Amsterdam","Madrid",1
"147","Amsterdam","Maidstone",1
"148","Amsterdam","Malmo",6
"149","Amsterdam","Manchester",1
"150","Amsterdam","Milano",1
"151","Amsterdam","Munchen",2
"152","Amsterdam","Munster",3
"153","Amsterdam","Nimes",1
"154","Amsterdam","Nurnberg",3
"155","Amsterdam","Ostende-Bruges",1
"156","Amsterdam","Paderborn",5
"157","Amsterdam","Paris",8
"158","Amsterdam","Rotterdam",3
"159","Amsterdam","Saint-Etienne",1
"160","Amsterdam","Saint-Gall",1
"161","Amsterdam","Sion",3
"162","Amsterdam","Stuttgart",2
"163","Amsterdam","Toulon",1
"164","Amsterdam","Turku",1
"165","Amsterdam","Utrecht",7
"166","Amsterdam","Verona",1
"167","Amsterdam","Wien",2
"168","Amsterdam","Zurich",4
"169","Amsterdam","Zwolle",7
"170","Ancona","Ancona",5
"171","Ancona","Annecy",1
"172","Ancona","Augsburg",1
"173","Ancona","Bari",1
"174","Ancona","Berne",1
"175","Ancona","Birmingham",1
"176","Ancona","Bregenz",1
"177","Ancona","Bremen",1
"178","Ancona","Bruxelles",1
"179","Ancona","Caen",1
"180","Ancona","Cardiff",1
"181","Ancona","Cologne",1
"182","Ancona","Frankfurt",1
"183","Ancona","Linz",1
"184","Ancona","Manchester",1
"185","Ancona","Memmingen",1
"186","Ancona","Milano",1
"187","Ancona","Pamplona",1
"188","Ancona","Paris",4
"189","Ancona","Saint-Gall",1
"190","Ancona","Salzburg",1
"191","Ancona","Toulon",1
"192","Ancona","Toulouse",1
"193","Ancona","Venezia",4
"194","Ancona","Zaragoza",1
"195","Ancona","Zwolle",1
"196","Angers","Angers",1
"197","Angers","Baden-Baden",1
"198","Angers","Birmingham",1
"199","Angers","Bremen",1
"200","Angers","Copenhague",2
"201","Angers","Epinal",1
"202","Angers","Geneve",1
"203","Angers","Lille",2
"204","Angers","Metz-Nancy",3
"205","Angers","Paris",8
"206","Angers","Saint-Gall",1
"207","Angers","Siegen",1
"208","Angers","Stuttgart",1
"209","Angers","Tarragona",1
"210","Angers","Venezia",1
"211","Angers","Wien",2
"212","Angers","Zurich",1
"213","Angouleme","Angers",1
"214","Angouleme","Angouleme",3
"215","Angouleme","Besancon",1
"216","Angouleme","Cognac",1
"217","Angouleme","Cologne",1
"218","Angouleme","Copenhague",1
"219","Angouleme","Dortmund",1
"220","Angouleme","Epinal",2
"221","Angouleme","Lille",1
"222","Angouleme","Rouen",1
"223","Angouleme","Siegen",1
"224","Angouleme","Skien",1
"225","Annecy","Aarhus",2
"226","Annecy","Amsterdam",1
"227","Annecy","Annecy",64
"228","Annecy","Augsburg",3
"229","Annecy","Bale",8
"230","Annecy","Barcelone",1
"231","Annecy","Besancon",3
"232","Annecy","Bologna",1
"233","Annecy","Bregenz",2
"234","Annecy","Calais",1
"235","Annecy","Cambridge",2
"236","Annecy","Cologne",1
"237","Annecy","Dortmund",4
"238","Annecy","Dusseldorf",1
"239","Annecy","Eindhoven",3
"240","Annecy","Enschede",1
"241","Annecy","Erfurt",2
