"","source","target","flow"
"1","Aalborg","Dusseldorf",1
"2","Aarhus","Aarhus",3
"3","Aarhus","Dusseldorf",1
"4","Aarhus","London",4
"5","Aarhus","Mannheim",1
"6","Aarhus","Rotterdam",4
"7","Aarhus","Vicenza",1
"8","Aarhus","Zurich",1
"9","Aberdeen","Aberdeen",2
"10","Aberdeen","Charleroi",1
"11","Aberdeen","Den Haag",1
"12","Aberdeen","Frankfurt",1
"13","Aberdeen","Paris",1
"14","Agen","Zurich",1
"15","Albi","Calais",1
"16","Albi","Paris",2
"17","Albi","Tours",2
"18","Alicante","Birmingham",2
"19","Alicante","Frankfurt",2
"20","Alicante","Milano",2
"21","Alicante","Paris",2
"22","Almeria","Rotterdam",1
"23","Amiens","Amiens",1
"24","Amiens","Cologne",1
"25","Amiens","Dusseldorf",1
"26","Amiens","Karlsruhe",2
"27","Amiens","Paderborn",1
"28","Amiens","Paris",1
"29","Amiens","Torino",1
"30","Amiens","Tours",1
"31","Amsterdam","Aarhus",2
"32","Amsterdam","Amsterdam",15
"33","Amsterdam","Bale",7
"34","Amsterdam","Birmingham",1
"35","Amsterdam","Bruxelles",3
"36","Amsterdam","Cardiff",2
"37","Amsterdam","Charleroi",6
"38","Amsterdam","Cologne",2
"39","Amsterdam","Copenhague",2
"40","Amsterdam","Den Haag",5
"41","Amsterdam","Dijon",1
"42","Amsterdam","Dresden",1
"43","Amsterdam","Dusseldorf",6
"44","Amsterdam","Eindhoven",5
"45","Amsterdam","Enschede",2
"46","Amsterdam","Frankfurt",7
"47","Amsterdam","Geneve",5
"48","Amsterdam","Hannover",2
"49","Amsterdam","Letterkenny",1
"50","Amsterdam","London",23
"51","Amsterdam","Lugano",1
"52","Amsterdam","Maastricht",1
"53","Amsterdam","Mannheim",3
"54","Amsterdam","Milano",2
"55","Amsterdam","Munchen",2
"56","Amsterdam","Munster",4
"57","Amsterdam","Newcastle",1
"58","Amsterdam","Oslo",1
"59","Amsterdam","Paris",6
"60","Amsterdam","Rotterdam",16
"61","Amsterdam","Torino",2
"62","Amsterdam","Utrecht",2
"63","Amsterdam","Wien",2
"64","Ancona","Ancona",2
"65","Ancona","Bologna",1
"66","Ancona","Hannover",1
"67","Ancona","Maastricht",1
"68","Ancona","Munchen",1
"69","Ancona","Munster",1
"70","Ancona","Paris",1
"71","Angers","Bale",1
"72","Angers","Brest",1
"73","Angers","Lyon",1
"74","Annecy","Annecy",1
"75","Annecy","Calais",1
"76","Annecy","Essen",2
"77","Annecy","Mannheim",1
"78","Annecy","Paris",2
"79","Annecy","Torino",1
"80","Anvers","Amsterdam",4
"81","Anvers","Anvers",350
"82","Anvers","Bale",11
"83","Anvers","Berne",3
"84","Anvers","Birmingham",1
"85","Anvers","Bologna",1
"86","Anvers","Bremen",2
"87","Anvers","Bruxelles",1
"88","Anvers","Cologne",21
"89","Anvers","Copenhague",1
"90","Anvers","Den Haag",1
"91","Anvers","Dusseldorf",5
"92","Anvers","Eindhoven",3
"93","Anvers","Essen",1
"94","Anvers","Frankfurt",3
"95","Anvers","Geneve",1
"96","Anvers","Groningen",2
"97","Anvers","Hannover",2
"98","Anvers","London",15
"99","Anvers","Maastricht",2
"100","Anvers","Maidstone",4
"101","Anvers","Manchester",3
"102","Anvers","Mannheim",9
"103","Anvers","Milano",2
"104","Anvers","Munchen",3
"105","Anvers","Munster",1
"106","Anvers","Norwich",1
"107","Anvers","Palermo",1
"108","Anvers","Paris",13
"109","Anvers","Rotterdam",2
"110","Anvers","Saint-Gall",1
"111","Anvers","Wien",2
"112","Anvers","Zurich",1
"113","Athens","Athens",1
"114","Athens","Debrecen",1
"115","Athens","Freiburg",1
"116","Athens","London",4
"117","Athens","Rotterdam",1
"118","Athens","Veszprem",2
"119","Augsburg","Aarhus",1
"120","Augsburg","Augsburg",1
"121","Augsburg","Bale",2
"122","Augsburg","Bilbao",1
"123","Augsburg","Bremen",1
"124","Augsburg","Den Haag",1
"125","Augsburg","Dusseldorf",2
"126","Augsburg","Frankfurt",1
"127","Augsburg","London",5
"128","Augsburg","Munchen",1
"129","Augsburg","Rotterdam",2
"130","Augsburg","Stuttgart",2
"131","Augsburg","Zurich",1
"132","Auxerre","Barcelone",2
"133","Auxerre","Pamplona",1
"134","Auxerre","Utrecht",1
"135","Avignon","Frankfurt",1
"136","Avignon","Gerona",1
"137","Avignon","Hannover",2
"138","Baden-Baden","Baden-Baden",6
"139","Baden-Baden","Cologne",1
"140","Baden-Baden","Dortmund",1
"141","Baden-Baden","Essen",1
"142","Baden-Baden","Frankfurt",2
"143","Baden-Baden","Linz",1
"144","Baden-Baden","London",1
"145","Baden-Baden","Mannheim",1
"146","Baden-Baden","Munchen",1
"147","Baden-Baden","Paris",1
"148","Baden-Baden","Pori",1
