"","source","target","flow"
"1","Aalborg","Den Haag",1
"2","Aalborg","Paderborn",1
"3","Aalborg","Verona",1
"4","Aarhus","Aalborg",2
"5","Aarhus","Cardiff",1
"6","Aarhus","Dortmund",1
"7","Aarhus","Maidstone",1
"8","Aarhus","Milano",3
"9","Aarhus","Nurnberg",1
"10","Aarhus","Oslo",1
"11","Aarhus","Paderborn",1
"12","Aarhus","Paris",2
"13","Aarhus","Udine",1
"14","Aarhus","Venezia",1
"15","Aarhus","Zurich",2
"16","Agen","Agen",1
"17","Albacete","Salzburg",3
"18","Albi","Utrecht",2
"19","Alghero","Alghero",1
"20","Alicante","Alicante",15
"21","Alicante","Amsterdam",1
"22","Alicante","Berlin",1
"23","Alicante","Cologne",1
"24","Alicante","Nurnberg",2
"25","Alicante","Tours",1
"26","Almeria","Almeria",1
"27","Amiens","Amiens",1
"28","Amiens","Budapest",1
"29","Amsterdam","Amsterdam",6
"30","Amsterdam","Anvers",3
"31","Amsterdam","Augsburg",1
"32","Amsterdam","Bale",4
"33","Amsterdam","Barcelone",1
"34","Amsterdam","Berlin",1
"35","Amsterdam","Berne",2
"36","Amsterdam","Birmingham",2
"37","Amsterdam","Bologna",1
"38","Amsterdam","Cologne",1
"39","Amsterdam","Courtrai",1
"40","Amsterdam","Dusseldorf",1
"41","Amsterdam","Frankfurt",2
"42","Amsterdam","Freiburg",1
"43","Amsterdam","Friedrichshafen",2
"44","Amsterdam","Geneve",5
"45","Amsterdam","Genova",1
"46","Amsterdam","Hannover",1
"47","Amsterdam","Helsinki",2
"48","Amsterdam","Leicester-Nottingham",1
"49","Amsterdam","Lille",6
"50","Amsterdam","Linz",1
"51","Amsterdam","London",3
"52","Amsterdam","Lyon",4
"53","Amsterdam","Malaga",1
"54","Amsterdam","Metz-Nancy",2
"55","Amsterdam","Milano",4
"56","Amsterdam","Montbeliard",1
"57","Amsterdam","Newcastle",1
"58","Amsterdam","Paderborn",3
"59","Amsterdam","Paris",1
"60","Amsterdam","Roros",1
"61","Amsterdam","Rotterdam",1
"62","Amsterdam","Saint-Gall",2
"63","Amsterdam","Siegen",1
"64","Amsterdam","Strasbourg",2
"65","Amsterdam","Torino",2
"66","Amsterdam","Trieste",2
"67","Amsterdam","Valencia",1
"68","Amsterdam","Verona",1
"69","Amsterdam","Vicenza",1
"70","Amsterdam","Zurich",4
"71","Ancona","Albacete",3
"72","Ancona","Amsterdam",1
"73","Ancona","Ancona",22
"74","Ancona","Anvers",1
"75","Ancona","Bale",2
"76","Ancona","Barcelone",1
"77","Ancona","Bologna",1
"78","Ancona","Bregenz",6
"79","Ancona","Bruxelles",6
"80","Ancona","Budapest",2
"81","Ancona","Courtrai",1
"82","Ancona","Eindhoven",4
"83","Ancona","Frankfurt",4
"84","Ancona","Freiburg",4
"85","Ancona","Friedrichshafen",3
"86","Ancona","Gand",2
"87","Ancona","Grenoble",1
"88","Ancona","Hannover",1
"89","Ancona","Helsinki",2
"90","Ancona","Karlsruhe",1
"91","Ancona","La Rochelle",3
"92","Ancona","Leeds",1
"93","Ancona","Lille",1
