"","source","target","flow"
"1","Aalborg","Aalborg",2
"2","Aalborg","Calais",1
"3","Aalborg","Linz",1
"4","Aalborg","Munchen",1
"5","Aalborg","Munster",2
"6","Aarhus","Aarhus",1
"7","Aarhus","Ancona",1
"8","Aarhus","Bologna",1
"9","Aarhus","Dortmund",1
"10","Aarhus","Frankfurt",2
"11","Aarhus","Freiburg",1
"12","Aarhus","Munster",1
"13","Aberdeen","Aberdeen",1
"14","Aberdeen","Hannover",1
"15","Aberdeen","Paris",1
"16","Aberdeen","Stuttgart",1
"17","Agen","Eindhoven",1
"18","Agen","Metz-Nancy",1
"19","Agen","Munchen",1
"20","Albacete","Innsbruck",1
"21","Albi","Albi",1
"22","Albi","Bologna",1
"23","Albi","Caen",1
"24","Albi","Vicenza",2
"25","Alghero","Milano",1
"26","Alghero","Venezia",1
"27","Alicante","Cardiff",1
"28","Amiens","Glasgow",2
"29","Amsterdam","Amsterdam",3
"30","Amsterdam","Anvers",1
"31","Amsterdam","Avignon",1
"32","Amsterdam","Birmingham",1
"33","Amsterdam","Braunschweig",1
"34","Amsterdam","Bregenz",1
"35","Amsterdam","Bremen",1
"36","Amsterdam","Brighton",1
"37","Amsterdam","Cologne",1
"38","Amsterdam","Copenhague",1
"39","Amsterdam","Dusseldorf",1
"40","Amsterdam","Eindhoven",1
"41","Amsterdam","Enschede",1
"42","Amsterdam","Essen",1
"43","Amsterdam","Geneve",1
"44","Amsterdam","Genova",1
"45","Amsterdam","La Rochelle",1
"46","Amsterdam","Letterkenny",2
"47","Amsterdam","London",2
"48","Amsterdam","Maastricht",3
"49","Amsterdam","Milano",1
"50","Amsterdam","Munchen",3
"51","Amsterdam","Paderborn",2
"52","Amsterdam","Paris",10
"53","Amsterdam","San Sebastian",1
"54","Amsterdam","Stuttgart",3
"55","Amsterdam","Verona",1
"56","Amsterdam","Zurich",1
"57","Ancona","Aarhus",1
"58","Ancona","Ancona",29
"59","Ancona","Angouleme",1
"60","Ancona","Baden-Baden",4
"61","Ancona","Bale",2
"62","Ancona","Beauvais",1
"63","Ancona","Birmingham",1
"64","Ancona","Bologna",13
"65","Ancona","Bremen",1
"66","Ancona","Courtrai",1
"67","Ancona","Cuneo",1
"68","Ancona","Dresden",2
"69","Ancona","Eindhoven",1
"70","Ancona","Firenze",1
"71","Ancona","Forli",24
"72","Ancona","Frankfurt",7
"73","Ancona","Freiburg",2
"74","Ancona","Genova",2
"75","Ancona","Graz",4
"76","Ancona","Hannover",5
"77","Ancona","Jonkoping",1
"78","Ancona","Leipzig",1
"79","Ancona","Memmingen",3
"80","Ancona","Milano",9
"81","Ancona","Nurnberg",2
"82","Ancona","Paderborn",1
"83","Ancona","Pamplona",1
"84","Ancona","Perugia",4
"85","Ancona","Reims",1
"86","Ancona","Saint-Gall",3
"87","Ancona","Stuttgart",16
"88","Ancona","Torino",3
"89","Ancona","Udine",12
"90","Ancona","Valencia",2
"91","Ancona","Venezia",3
"92","Ancona","Verona",1
"93","Ancona","Vicenza",6
"94","Ancona","Zurich",1
"95","Angers","Ancona",1
"96","Angers","Angers",2
"97","Angers","Bale",1
"98","Angers","Cuneo",1
"99","Angers","Frankfurt",4
"100","Angers","Hamburg",1
"101","Angers","Mannheim",1
"102","Angers","Montpellier",1
"103","Angers","Paris",1
"104","Angers","Reims",1
"105","Angers","Stuttgart",1
"106","Angers","Zurich",1
"107","Angouleme","Aalborg",1
"108","Angouleme","Ancona",1
"109","Angouleme","Baden-Baden",1
"110","Angouleme","Frankfurt",2
"111","Angouleme","Geneve",1
"112","Annecy","Amsterdam",1
"113","Annecy","Annecy",11
"114","Annecy","Beauvais",1
"115","Annecy","Berne",1
"116","Annecy","Birmingham",1
"117","Annecy","Bologna",3
"118","Annecy","Dusseldorf",1
"119","Annecy","Eindhoven",1
"120","Annecy","Frankfurt",1
"121","Annecy","Freiburg",1
"122","Annecy","Geneve",1
"123","Annecy","Goteborg",4
"124","Annecy","Hamburg",1
"125","Annecy","Hannover",1
"126","Annecy","Lugano",1
"127","Annecy","Munchen",1
"128","Annecy","Paris",5
"129","Annecy","Pisa",1
"130","Annecy","Rennes",2
"131","Annecy","Salzburg",2
"132","Annecy","Siegen",1
"133","Annecy","Stuttgart",1
"134","Annecy","Troyes",1
"135","Anvers","Amsterdam",2
"136","Anvers","Anvers",8
"137","Anvers","Baden-Baden",1
"138","Anvers","Bale",2
"139","Anvers","Bologna",2
"140","Anvers","Bruxelles",2
"141","Anvers","Chambery",2
"142","Anvers","Den Haag",1
"143","Anvers","Dusseldorf",1
"144","Anvers","Eindhoven",1
"145","Anvers","Erfurt",1
"146","Anvers","Freiburg",1
"147","Anvers","Hamburg",1
"148","Anvers","Hannover",1
"149","Anvers","Karlsruhe",1
"150","Anvers","Leicester-Nottingham",2
"151","Anvers","Liege",1
"152","Anvers","Mannheim",1
"153","Anvers","Milano",1
"154","Anvers","Munster",2
"155","Anvers","Stuttgart",2
"156","Anvers","Udine",2
"157","Anvers","Wien",1
"158","Athens","Athens",1
"159","Athens","Jonkoping",1
"160","Athens","Lyon",1
"161","Athens","Milano",1
"162","Athens","Southampton",2
