"","source","target","flow"
"1","Aarhus","Aarhus",20
"2","Aarhus","Bale",5
"3","Aarhus","Belfast",1
"4","Aarhus","Edinburgh",1
"5","Aarhus","Erfurt",1
"6","Aarhus","Esbjerg",2
"7","Aarhus","Frankfurt",2
"8","Aarhus","Hannover",1
"9","Aarhus","Kaunas",1
"10","Aarhus","London",2
"11","Aarhus","Lubeck",4
"12","Aarhus","Munchen",1
"13","Aarhus","Nurnberg",12
"14","Aarhus","Paderborn",1
"15","Aarhus","Stockholm",2
"16","Aarhus","Stuttgart",1
"17","Aarhus","Viborg",1
"18","Aarhus","Zurich",3
"19","Aberdeen","Aberdeen",2
"20","Aberdeen","Berne",2
"21","Aberdeen","Den Haag",1
"22","Aberdeen","Paris",1
"23","Alghero","Roma",2
"24","Alicante","Nurnberg",1
"25","Amsterdam","Amsterdam",11
"26","Amsterdam","Birmingham",2
"27","Amsterdam","Braunschweig",1
"28","Amsterdam","Bremen",2
"29","Amsterdam","Cologne",2
"30","Amsterdam","Den Haag",10
"31","Amsterdam","Dortmund",1
"32","Amsterdam","Dusseldorf",1
"33","Amsterdam","Eindhoven",1
"34","Amsterdam","Enschede",3
"35","Amsterdam","Freiburg",2
"36","Amsterdam","Friedrichshafen",3
"37","Amsterdam","London",5
"38","Amsterdam","Milano",2
"39","Amsterdam","Munchen",6
"40","Amsterdam","Nice",1
"41","Amsterdam","Paris",6
"42","Amsterdam","Saint-Moritz",1
"43","Amsterdam","Southampton",1
"44","Amsterdam","Stockholm",1
"45","Amsterdam","Stuttgart",8
"46","Amsterdam","Utrecht",1
"47","Amsterdam","Zurich",2
"48","Amsterdam","Zwolle",1
"49","Ancona","Ancona",2
"50","Ancona","Den Haag",1
"51","Ancona","Hannover",2
"52","Ancona","Munchen",1
"53","Ancona","Nurnberg",3
"54","Ancona","Paris",3
"55","Ancona","Stuttgart",1
"56","Angers","Angers",1
"57","Angers","Cologne",1
"58","Angers","London",1
"59","Angers","Paris",3
"60","Angers","Zurich",1
"61","Annecy","Annecy",36
"62","Annecy","Bale",4
"63","Annecy","Bologna",1
"64","Annecy","Cologne",2
"65","Annecy","Copenhague",1
"66","Annecy","Frankfurt",2
"67","Annecy","Geneve",4
"68","Annecy","Goteborg",3
"69","Annecy","Hannover",2
"70","Annecy","Linz",2
"71","Annecy","London",1
"72","Annecy","Lyon",1
"73","Annecy","Mannheim",3
"74","Annecy","Milano",1
"75","Annecy","Munchen",2
"76","Annecy","Nevers",1
"77","Annecy","Nurnberg",3
"78","Annecy","Paris",2
"79","Annecy","Pau",2
"80","Annecy","Rennes",2
"81","Annecy","Stuttgart",5
"82","Annecy","Torino",8
"83","Annecy","Venezia",2
"84","Annecy","Zurich",1
"85","Anvers","Annecy",1
"86","Anvers","Anvers",8
"87","Anvers","Bale",1
"88","Anvers","Berlin",1
"89","Anvers","Birmingham",1
"90","Anvers","Bologna",3
"91","Anvers","Dusseldorf",1
"92","Anvers","Eindhoven",2
"93","Anvers","Erfurt",5
"94","Anvers","Freiburg",1
"95","Anvers","Hannover",1
"96","Anvers","Innsbruck",1
"97","Anvers","Karlsruhe",1
"98","Anvers","Liege",3
"99","Anvers","London",1
"100","Anvers","Manchester",1
"101","Anvers","Munchen",2
"102","Anvers","Paris",4
"103","Anvers","Rotterdam",2
"104","Anvers","Stockholm",1
"105","Anvers","Stuttgart",6
"106","Anvers","Vaasa",1
"107","Anvers","Wien",1
"108","Anvers","Zurich",2
"109","Athens","Berne",3
"110","Athens","Montpellier",1
"111","Athens","Paris",4
"112","Augsburg","Augsburg",23
"113","Augsburg","Braunschweig",1
"114","Augsburg","Cologne",1
"115","Augsburg","Dusseldorf",1
"116","Augsburg","Essen",1
"117","Augsburg","Exeter",1
"118","Augsburg","Frankfurt",8
"119","Augsburg","Hamburg",1
"120","Augsburg","London",1
"121","Augsburg","Milano",1
"122","Augsburg","Munchen",3
"123","Augsburg","Paris",2
"124","Augsburg","Saint-Gall",1
"125","Augsburg","Stuttgart",4
"126","Augsburg","Toulouse",1
"127","Augsburg","Zurich",1
"128","Auxerre","Goteborg",1
"129","Auxerre","Hannover",1
"130","Auxerre","Paris",3
"131","Avignon","Avignon",1
"132","Avignon","Bologna",1
"133","Avignon","Bruxelles",1
"134","Avignon","Cologne",4
"135","Avignon","Eindhoven",2
"136","Avignon","Munchen",2
"137","Avignon","Rotterdam",1
"138","Baden-Baden","Angers",1
"139","Baden-Baden","Baden-Baden",12
"140","Baden-Baden","Cardiff",2
"141","Baden-Baden","Cologne",3
"142","Baden-Baden","Eindhoven",1
"143","Baden-Baden","Enschede",1
"144","Baden-Baden","Frankfurt",1
"145","Baden-Baden","Hamburg",1
"146","Baden-Baden","Helsinki",8
"147","Baden-Baden","London",2
"148","Baden-Baden","Milano",1
"149","Baden-Baden","Munchen",14
"150","Baden-Baden","Nurnberg",1
"151","Baden-Baden","Paderborn",1
"152","Baden-Baden","Paris",3
"153","Baden-Baden","Southampton",1
"154","Baden-Baden","Stuttgart",2
"155","Baden-Baden","Turku",3
"156","Baden-Baden","Zurich",3
"157","Bad Kreuznach","Bad Kreuznach",2
"158","Bad Kreuznach","Cologne",1
"159","Bad Kreuznach","Nurnberg",1
"160","Bad Kreuznach","Paris",1
"161","Bale","Ancona",1
"162","Bale","Anvers",4
"163","Bale","Bad Kreuznach",2
"164","Bale","Bale",324
"165","Bale","Barcelone",1
"166","Bale","Belfast",2
"167","Bale","Berlin",2
"168","Bale","Berne",11
"169","Bale","Bologna",3
"170","Bale","Bolzano",1
"171","Bale","Cambridge",1
"172","Bale","Cardiff",1
"173","Bale","Cologne",10
"174","Bale","Copenhague",4
"175","Bale","Den Haag",10
"176","Bale","Dortmund",2
"177","Bale","Dresden",5
"178","Bale","Dublin",1
"179","Bale","Dusseldorf",2
"180","Bale","Eindhoven",4
"181","Bale","Essen",16
"182","Bale","Firenze",4
"183","Bale","Frankfurt",17
"184","Bale","Freiburg",9
"185","Bale","Gavle-Sandviken",1
"186","Bale","Geneve",18
"187","Bale","Genova",2
"188","Bale","Glasgow",2
"189","Bale","Gloucester",2
"190","Bale","Graz",3
"191","Bale","Grenoble",3
"192","Bale","Hamburg",12
"193","Bale","Helsinki",10
"194","Bale","Ingolstadt",3
"195","Bale","Inverness",2
"196","Bale","Karlsruhe",1
"197","Bale","Kassel",9
"198","Bale","Kiel",2
"199","Bale","Leicester-Nottingham",1
"200","Bale","Linz",1
"201","Bale","Liverpool",3
"202","Bale","London",27
"203","Bale","Lyon",1
"204","Bale","Maidstone",1
"205","Bale","Malmo",3
"206","Bale","Manchester",3
"207","Bale","Mannheim",114
"208","Bale","Memmingen",2
"209","Bale","Milano",9
"210","Bale","Munchen",25
"211","Bale","Nantes",1
"212","Bale","Nurnberg",3
"213","Bale","Paderborn",2
"214","Bale","Paris",33
"215","Bale","Parma",1
"216","Bale","Roma",3
"217","Bale","Rotterdam",9
"218","Bale","Saarbrucken",1
"219","Bale","Saint-Gall",2
"220","Bale","Saint-Moritz",4
"221","Bale","Schwerin",5
"222","Bale","Siegen",1
"223","Bale","Southampton",17
"224","Bale","Stockholm",6
"225","Bale","Stuttgart",14
"226","Bale","Swindon",1
"227","Bale","Torino",4
"228","Bale","Turku",4
"229","Bale","Udine",1
"230","Bale","Utrecht",2
"231","Bale","Vasteras",1
"232","Bale","Venezia",1
"233","Bale","Vicenza",1
"234","Bale","Warszawa",1
"235","Bale","Zurich",28
"236","Barcelone","Bale",3
"237","Barcelone","Barcelone",8
"238","Barcelone","Birmingham",1
"239","Barcelone","Bruxelles",1
"240","Barcelone","Cologne",1
"241","Barcelone","Frankfurt",2
"242","Barcelone","Geneve",1
"243","Barcelone","Genova",1
"244","Barcelone","Hannover",1
"245","Barcelone","Helsinki",2
"246","Barcelone","Ingolstadt",1
"247","Barcelone","Karlsruhe",1
"248","Barcelone","London",2
"249","Barcelone","Manchester",1
"250","Barcelone","Milano",2
"251","Barcelone","Munchen",1
"252","Barcelone","Paris",3
"253","Barcelone","Roma",1
"254","Barcelone","Santa Cruz de Tenerife",1
"255","Barcelone","Stuttgart",1
"256","Bari","Cologne",1
"257","Bari","Leicester-Nottingham",1
"258","Bari","Milano",2
"259","Bari","Munchen",1
"260","Beauvais","Dortmund",1
"261","Beauvais","Frankfurt",1
"262","Beauvais","London",1
"263","Beauvais","Paris",1
"264","Beauvais","Zurich",1
"265","Belfast","Bale",1
"266","Belfast","Belfast",1
"267","Belfast","Birmingham",1
"268","Belfast","Bremen",1
"269","Belfast","Dublin",3
