"","source","target","flow"
"1","Aalborg","Aalborg",3
"2","Aalborg","Goteborg",3
"3","Aarhus","Bale",1
"4","Aarhus","Dortmund",2
"5","Aarhus","Esbjerg",2
"6","Aarhus","Frankfurt",1
"7","Aarhus","Genova",1
"8","Aarhus","Linz",1
"9","Aarhus","London",1
"10","Aarhus","Munchen",2
"11","Aarhus","Paris",2
"12","Aarhus","Utrecht",1
"13","Aarhus","Venezia",1
"14","Aberdeen","Aberdeen",2
"15","Aberdeen","London",1
"16","Agen","Cologne",2
"17","Agen","Freiburg",1
"18","Agen","Paris",1
"19","Agen","Stockholm",1
"20","Ajaccio","Freiburg",2
"21","Albi","Birmingham",1
"22","Albi","Freiburg",2
"23","Albi","Le Mans",1
"24","Albi","Lyon",2
"25","Albi","Milano",1
"26","Albi","Paris",1
"27","Alicante","Freiburg",1
"28","Amiens","Berne",1
"29","Amiens","Toulouse",3
"30","Amsterdam","Amsterdam",16
"31","Amsterdam","Annecy",1
"32","Amsterdam","Bale",3
"33","Amsterdam","Berne",4
"34","Amsterdam","Bologna",1
"35","Amsterdam","Bremen",1
"36","Amsterdam","Cambridge",1
"37","Amsterdam","Copenhague",1
"38","Amsterdam","Den Haag",4
"39","Amsterdam","Dijon",1
"40","Amsterdam","Dusseldorf",3
"41","Amsterdam","Erfurt",1
"42","Amsterdam","Essen",1
"43","Amsterdam","Forli",1
"44","Amsterdam","Frankfurt",9
"45","Amsterdam","Friedrichshafen",1
"46","Amsterdam","Geneve",2
"47","Amsterdam","Genova",3
"48","Amsterdam","Goteborg",1
"49","Amsterdam","Grenoble",3
"50","Amsterdam","Groningen",1
"51","Amsterdam","Karlsruhe",2
"52","Amsterdam","Kiel",1
"53","Amsterdam","Limerick",1
"54","Amsterdam","London",1
"55","Amsterdam","Lubeck",1
"56","Amsterdam","Montpellier",4
"57","Amsterdam","Napoli",1
"58","Amsterdam","Paris",3
"59","Amsterdam","Roma",5
"60","Amsterdam","Rotterdam",1
"61","Amsterdam","Saint-Etienne",2
"62","Amsterdam","Stockholm",4
"63","Amsterdam","Stuttgart",1
"64","Amsterdam","Torino",3
"65","Amsterdam","Utrecht",5
"66","Amsterdam","Verona",6
"67","Amsterdam","Zurich",3
"68","Ancona","Alicante",1
"69","Ancona","Ancona",7
"70","Ancona","Bale",1
"71","Ancona","Cologne",3
"72","Ancona","Linz",1
"73","Ancona","London",1
"74","Ancona","Memmingen",2
"75","Ancona","Milano",2
"76","Ancona","Munchen",1
"77","Ancona","Stockholm",1
"78","Ancona","Stuttgart",2
"79","Ancona","Torino",1
"80","Ancona","Udine",1
"81","Ancona","Venezia",9
"82","Ancona","Zurich",1
"83","Angers","Berlin",1
"84","Angers","Geneve",1
"85","Angers","Lubeck",2
"86","Angers","Salzburg",2
"87","Angers","Zurich",2
"88","Angouleme","Munchen",1
"89","Angouleme","Paris",1
"90","Angouleme","Stockholm",1
"91","Annecy","Annecy",2
"92","Annecy","Bale",1
"93","Annecy","Berlin",1
"94","Annecy","Berne",3
"95","Annecy","Besancon",1
"96","Annecy","Bologna",1
"97","Annecy","Chambery",1
"98","Annecy","Cognac",8
"99","Annecy","Dusseldorf",1
"100","Annecy","Geneve",1
"101","Annecy","Grenoble",1
"102","Annecy","Lisboa",1
"103","Annecy","London",1
"104","Annecy","Lubeck",2
"105","Annecy","Lyon",2
"106","Annecy","Stuttgart",3
"107","Annecy","Valencia",1
"108","Annecy","Zurich",1
"109","Anvers","Agen",1
"110","Anvers","Anvers",29
"111","Anvers","Besancon",1
"112","Anvers","Dortmund",1
"113","Anvers","Geneve",3
"114","Anvers","Grenoble",1
"115","Anvers","Helsinki",2
"116","Anvers","London",1
"117","Anvers","Maastricht",1
"118","Anvers","Mannheim",1
"119","Anvers","Milano",1
"120","Anvers","Munchen",3
"121","Anvers","Paderborn",4
"122","Anvers","Paris",1
"123","Anvers","Stuttgart",2
"124","Athens","Berne",1
"125","Athens","Dusseldorf",1
"126","Athens","Eindhoven",1
"127","Athens","London",1
"128","Athens","Milano",2
"129","Athens","Munchen",1
"130","Athens","Paris",1
"131","Athens","Saint-Gall",1
"132","Augsburg","Amsterdam",1
"133","Augsburg","Augsburg",4
"134","Augsburg","Bale",1
"135","Augsburg","Bremen",1
"136","Augsburg","Brive-la-Gaillarde",1
"137","Augsburg","Frankfurt",1
"138","Augsburg","Hamburg",1
"139","Augsburg","London",8
"140","Augsburg","Lyon",1
"141","Augsburg","Malmo",1
"142","Augsburg","Mannheim",1
"143","Augsburg","Memmingen",1
"144","Augsburg","Munchen",4
"145","Augsburg","Paris",1
"146","Augsburg","Salzburg",2
"147","Augsburg","Stuttgart",1
"148","Augsburg","Toulouse",2
"149","Augsburg","Tours",2
"150","Auxerre","Avignon",1
"151","Auxerre","Lyon",8
"152","Auxerre","Paris",1
"153","Auxerre","Valence",6
"154","Avignon","Avignon",1
"155","Avignon","Bremen",1
"156","Avignon","Cambridge",1
"157","Avignon","Lyon",1
"158","Avignon","Milano",1
"159","Avignon","Paris",1
"160","Avignon","Valencia",1
"161","Avignon","Zurich",1
"162","Badajoz","Torino",1
"163","Baden-Baden","Baden-Baden",9
"164","Baden-Baden","Bale",1
"165","Baden-Baden","Berne",1
"166","Baden-Baden","Besancon",1
"167","Baden-Baden","Copenhague",1
"168","Baden-Baden","Dortmund",1
"169","Baden-Baden","Erfurt",1
"170","Baden-Baden","Frankfurt",3
"171","Baden-Baden","Freiburg",1
"172","Baden-Baden","Friedrichshafen",2
"173","Baden-Baden","Gloucester",5
"174","Baden-Baden","Kassel",1
"175","Baden-Baden","London",2
"176","Baden-Baden","Lugano",4
"177","Baden-Baden","Madrid",1
"178","Baden-Baden","Malmo",2
"179","Baden-Baden","Munchen",3
"180","Baden-Baden","Paris",1
"181","Baden-Baden","Stockholm",2
"182","Baden-Baden","Stuttgart",1
"183","Baden-Baden","Zurich",1
"184","Bad Kreuznach","Bad Kreuznach",2
"185","Bad Kreuznach","Bologna",1
"186","Bad Kreuznach","Graz",1
"187","Bad Kreuznach","Grenoble",1
"188","Bad Kreuznach","Munchen",3
"189","Bad Kreuznach","Paris",3
"190","Bad Kreuznach","Zurich",1
"191","Bale","Alicante",1
"192","Bale","Amsterdam",1
"193","Bale","Angers",1
"194","Bale","Annecy",1
"195","Bale","Augsburg",1
"196","Bale","Bale",374
"197","Bale","Barcelone",2
"198","Bale","Belfast",1
"199","Bale","Berlin",9
"200","Bale","Berne",26
"201","Bale","Bologna",3
"202","Bale","Bournemouth",1
