"","source","target","flow"
"1","Aalborg","Molde",1
"2","Aarhus","Aarhus",2
"3","Aarhus","Ancona",1
"4","Aarhus","Bari",2
"5","Aarhus","Bourges",2
"6","Aarhus","Frankfurt",2
"7","Aarhus","Orleans",2
"8","Aarhus","Swindon",1
"9","Albi","Bournemouth",1
"10","Albi","Wien",2
"11","Alicante","Alicante",1
"12","Alicante","Ancona",1
"13","Alicante","Bari",2
"14","Alicante","Birmingham",1
"15","Alicante","Freiburg",1
"16","Alicante","Utrecht",1
"17","Alicante","Zurich",3
"18","Amiens","Amiens",10
"19","Amiens","Bristol",1
"20","Amiens","Manchester",1
"21","Amiens","Mannheim",1
"22","Amiens","Milano",1
"23","Amiens","Munchen",4
"24","Amiens","Paris",1
"25","Amiens","Torino",1
"26","Amiens","Utrecht",2
"27","Amsterdam","Albi",1
"28","Amsterdam","Alicante",1
"29","Amsterdam","Amsterdam",29
"30","Amsterdam","Ancona",1
"31","Amsterdam","Annecy",3
"32","Amsterdam","Anvers",1
"33","Amsterdam","Bologna",1
"34","Amsterdam","Bruxelles",1
"35","Amsterdam","Cambridge",1
"36","Amsterdam","Frankfurt",1
"37","Amsterdam","Freiburg",1
"38","Amsterdam","Geneve",2
"39","Amsterdam","Hamburg",1
"40","Amsterdam","Katowice",1
"41","Amsterdam","Klagenfurt",1
"42","Amsterdam","Leicester-Nottingham",1
"43","Amsterdam","Logrono",1
"44","Amsterdam","Milano",5
"45","Amsterdam","Munchen",1
"46","Amsterdam","Nurnberg",14
"47","Amsterdam","Paris",1
"48","Amsterdam","Saint-Etienne",1
"49","Amsterdam","Saint-Gall",1
"50","Amsterdam","Saint-Moritz",1
"51","Amsterdam","Stockholm",1
"52","Amsterdam","Stuttgart",2
"53","Amsterdam","Torino",1
"54","Amsterdam","Utrecht",1
"55","Amsterdam","Venezia",8
"56","Amsterdam","Zurich",2
"57","Ancona","Ancona",34
"58","Ancona","Angers",3
"59","Ancona","Baden-Baden",3
"60","Ancona","Bad Kreuznach",1
"61","Ancona","Beauvais",2
"62","Ancona","Berlin",1
"63","Ancona","Berne",1
"64","Ancona","Bologna",1
"65","Ancona","Bruxelles",19
"66","Ancona","Courtrai",1
"67","Ancona","Dortmund",2
"68","Ancona","Dusseldorf",2
"69","Ancona","Eindhoven",4
"70","Ancona","Eskilstuna",1
"71","Ancona","Foggia",1
"72","Ancona","Forli",3
"73","Ancona","Frankfurt",3
"74","Ancona","Friedrichshafen",3
"75","Ancona","Genova",1
"76","Ancona","Hamburg",1
"77","Ancona","Karlsruhe",1
"78","Ancona","La Rochelle",3
"79","Ancona","Lille",2
"80","Ancona","Linz",1
"81","Ancona","Ljubljana",1
"82","Ancona","London",1
"83","Ancona","Lyon",5
"84","Ancona","Memmingen",3
"85","Ancona","Milano",16
"86","Ancona","Munchen",18
"87","Ancona","Nantes",1
"88","Ancona","Nurnberg",10
"89","Ancona","Oxford",1
"90","Ancona","Paderborn",8
"91","Ancona","Paris",7
"92","Ancona","Pescara",1
"93","Ancona","Rouen",1
"94","Ancona","Sion",1
"95","Ancona","Stockholm",3
"96","Ancona","Stuttgart",1
"97","Ancona","Swindon",1
"98","Ancona","Torino",5
"99","Ancona","Valence",1
"100","Ancona","Venezia",15
"101","Ancona","Verona",2
"102","Ancona","Wien",1
"103","Ancona","Zaragoza",1
"104","Ancona","Zurich",5
"105","Angers","Linz",1
"106","Angers","London",1
"107","Angers","Nurnberg",1
"108","Angouleme","Angouleme",1
"109","Angouleme","Dortmund",1
"110","Angouleme","Hamburg",2
"111","Annecy","Alicante",1
"112","Annecy","Amsterdam",2
"113","Annecy","Ancona",1
"114","Annecy","Annecy",149
"115","Annecy","Barcelone",1
"116","Annecy","Birmingham",4
"117","Annecy","Bologna",2
"118","Annecy","Bolzano",3
"119","Annecy","Bregenz",5
"120","Annecy","Dusseldorf",4
"121","Annecy","Geneve",48
"122","Annecy","Genova",6
"123","Annecy","Graz",2
"124","Annecy","Grenoble",35
"125","Annecy","Hannover",1
"126","Annecy","Ingolstadt",4
"127","Annecy","Innsbruck",4
"128","Annecy","Leicester-Nottingham",2
