"","source","target","flow"
"1","Aalborg","Berne",1
"2","Aarhus","Stockholm",1
"3","Amiens","Helsinki",2
"4","Amsterdam","Amsterdam",39
"5","Amsterdam","Anvers",3
"6","Amsterdam","Bale",1
"7","Amsterdam","Berlin",4
"8","Amsterdam","Berne",1
"9","Amsterdam","Cambridge",2
"10","Amsterdam","Cologne",1
"11","Amsterdam","Eindhoven",5
"12","Amsterdam","Essen",1
"13","Amsterdam","Frankfurt",5
"14","Amsterdam","Geneve",3
"15","Amsterdam","Hamburg",2
"16","Amsterdam","Hannover",1
"17","Amsterdam","Helsinki",12
"18","Amsterdam","Karlsruhe",3
"19","Amsterdam","London",10
"20","Amsterdam","Madrid",6
"21","Amsterdam","Milano",1
"22","Amsterdam","Munchen",16
"23","Amsterdam","Paderborn",1
"24","Amsterdam","Paris",31
"25","Amsterdam","Saint-Brieuc",3
"26","Amsterdam","Stockholm",3
"27","Amsterdam","Stuttgart",11
"28","Amsterdam","Torino",1
"29","Amsterdam","Turku",2
"30","Annecy","Annecy",8
"31","Annecy","Dublin",1
"32","Annecy","Eindhoven",2
"33","Annecy","Malmo",1
"34","Annecy","Rennes",1
"35","Anvers","Amsterdam",5
"36","Anvers","Anvers",7
"37","Anvers","Berlin",1
"38","Anvers","Cambridge",1
"39","Anvers","Dusseldorf",1
"40","Anvers","Eindhoven",2
"41","Anvers","Hamburg",1
"42","Anvers","Helsinki",4
"43","Anvers","London",2
"44","Anvers","Manchester",1
"45","Anvers","Munchen",4
"46","Anvers","Nice",1
"47","Anvers","Paris",12
"48","Anvers","Stuttgart",2
"49","Anvers","Torino",1
"50","Anvers","Turku",1
"51","Athens","Eindhoven",1
"52","Athens","Milano",1
"53","Augsburg","London",1
"54","Augsburg","Zurich",1
"55","Bale","Berne",1
"56","Bale","Eindhoven",1
"57","Bale","London",1
"58","Bale","Munchen",2
"59","Bale","Paris",3
"60","Bale","Rennes",1
"61","Bale","Stuttgart",1
"62","Bale","Zurich",1
"63","Barcelone","Barcelone",2
"64","Barcelone","Dusseldorf",1
"65","Barcelone","Helsinki",2
"66","Barcelone","Mannheim",1
"67","Belfast","Southampton",1
"68","Bergen","Bergen",1
"69","Bergen","Helsinki",2
"70","Berlin","Anvers",2
"71","Berlin","Berlin",20
"72","Berlin","Birmingham",3
"73","Berlin","Bristol",1
"74","Berlin","Cambridge",1
"75","Berlin","Charleroi",1
"76","Berlin","Cologne",9
"77","Berlin","Den Haag",1
"78","Berlin","Dusseldorf",1
"79","Berlin","Eindhoven",8
"80","Berlin","Flensburg",1
"81","Berlin","Freiburg",1
"82","Berlin","Goteborg",1
"83","Berlin","Groningen",2
"84","Berlin","Hannover",2
"85","Berlin","Helsinki",20
"86","Berlin","Linkoping",1
"87","Berlin","London",7
"88","Berlin","Luxembourg",2
"89","Berlin","Mannheim",1
"90","Berlin","Milano",2
"91","Berlin","Munchen",7
"92","Berlin","Paderborn",2
"93","Berlin","Paris",5
"94","Berlin","Reims",1
"95","Berlin","Stockholm",16
"96","Berlin","Stuttgart",2
"97","Berlin","Turku",5
"98","Berlin","Zurich",2
"99","Berne","Amsterdam",1
"100","Berne","Bale",1
"101","Berne","Berlin",1
"102","Berne","Berne",19
"103","Berne","Bristol",1
"104","Berne","Cologne",1
"105","Berne","Eindhoven",3
"106","Berne","Helsinki",22
"107","Berne","London",9
"108","Berne","Madrid",2
"109","Berne","Munchen",8
"110","Berne","Paris",6
"111","Berne","Saint-Brieuc",2
"112","Berne","Stockholm",7
"113","Berne","Stuttgart",6
"114","Berne","Turku",1
"115","Berne","Zurich",2
"116","Bilbao","Paris",2
"117","Birmingham","Amsterdam",1
"118","Birmingham","Birmingham",3
"119","Birmingham","Cologne",1
"120","Birmingham","Eindhoven",1
"121","Birmingham","Helsinki",2
"122","Birmingham","London",6
"123","Birmingham","Munchen",6
"124","Birmingham","Nice",3
"125","Birmingham","Paris",5
"126","Birmingham","Saint-Brieuc",2
"127","Birmingham","Zurich",1
"128","Bordeaux","Frankfurt",1
"129","Braunschweig","Munchen",1
"130","Bregenz","Munchen",1
"131","Bregenz","Stuttgart",2
"132","Bregenz","Zurich",3
"133","Bremen","Eindhoven",2
"134","Bremen","Hamburg",1
"135","Bremen","Munchen",1
"136","Bremen","Paris",2
"137","Bremen","Swindon",1
"138","Brest","Eindhoven",1
"139","Brest","London",1
"140","Brest","Milano",1
"141","Brest","Paris",3
"142","Brest","Rennes",2
"143","Brest","Stuttgart",1
"144","Bristol","Bristol",3
"145","Bristol","London",1
"146","Bristol","Munchen",1
"147","Bristol","Paris",3
"148","Bruxelles","Bruxelles",11
"149","Bruxelles","Helsinki",2
"150","Bruxelles","Liege",1
"151","Bruxelles","Munchen",2
"152","Bruxelles","Oslo",1
"153","Bruxelles","Paris",7
"154","Bruxelles","Stockholm",1
"155","Bruxelles","Stuttgart",1
"156","Bruxelles","Turku",1
"157","Bucarest","Helsinki",2
"158","Bucarest","London",1
"159","Bucarest","Marseille",1
"160","Bydgoszcz","Helsinki",4
"161","Bydgoszcz","London",1
"162","Bydgoszcz","Munchen",1
"163","Cambridge","Helsinki",2
"164","Cambridge","London",1
"165","Cambridge","Munchen",1
"166","Cambridge","Paris",2
"167","Cambridge","Stockholm",2
"168","Chalon-sur-Saone","Zurich",1
"169","Charleroi","Munchen",1
"170","Clermont-Ferrand","Paris",1
"171","Cologne","Amsterdam",1
"172","Cologne","Bale",2
"173","Cologne","Berlin",2
"174","Cologne","Berne",2
"175","Cologne","Birmingham",2
"176","Cologne","Bregenz",1
"177","Cologne","Bristol",1
"178","Cologne","Cologne",16
"179","Cologne","Copenhague",1
"180","Cologne","Dublin",4
"181","Cologne","Dusseldorf",6
"182","Cologne","Eindhoven",4
"183","Cologne","Essen",1
"184","Cologne","Hamburg",1
"185","Cologne","Helsinki",20
"186","Cologne","London",14
"187","Cologne","Madrid",3
"188","Cologne","Milano",1
"189","Cologne","Munchen",21
"190","Cologne","Nurnberg",1
"191","Cologne","Oulu",2
"192","Cologne","Paris",40
"193","Cologne","Saint-Gall",1
"194","Cologne","Salzburg",1
"195","Cologne","Stockholm",12
