"","source","target","flow"
"1","Aarhus","Dresden",1
"2","Aarhus","Mannheim",1
"3","Alicante","Venezia",1
"4","Amsterdam","Amsterdam",1
"5","Amsterdam","Paris",2
"6","Amsterdam","Torino",1
"7","Angers","Torino",1
"8","Angers","Utrecht",1
"9","Annecy","Eindhoven",1
"10","Annecy","Paris",1
"11","Anvers","Anvers",4
"12","Anvers","Bruxelles",5
"13","Anvers","Geneve",1
"14","Anvers","Paris",1
"15","Bale","Bale",50
"16","Bale","Berlin",1
"17","Bale","Birmingham",3
"18","Bale","Blackpool",1
"19","Bale","Dortmund",2
"20","Bale","Eindhoven",6
"21","Bale","Frankfurt",12
"22","Bale","London",4
"23","Bale","Lyon",1
"24","Bale","Mannheim",9
"25","Bale","Milano",1
"26","Bale","Munchen",17
"27","Bale","Napoli",1
"28","Bale","Nurnberg",3
"29","Bale","Paris",12
"30","Bale","Swindon",1
"31","Bale","Vasteras",2
"32","Bale","Zurich",3
"33","Barcelone","Barcelone",4
"34","Barcelone","Berlin",1
"35","Barcelone","Bruxelles",2
"36","Barcelone","Eindhoven",1
"37","Barcelone","Frankfurt",4
"38","Barcelone","Munchen",2
"39","Barcelone","Paderborn",1
"40","Barcelone","Paris",2
"41","Bari","Gerona",1
"42","Bari","Grenoble",1
"43","Bari","Stuttgart",1
"44","Berlin","Bale",1
"45","Berlin","Berlin",18
"46","Berlin","Berne",1
"47","Berlin","Braunschweig",2
"48","Berlin","Bruxelles",2
"49","Berlin","Catania",2
"50","Berlin","Cologne",3
"51","Berlin","Eindhoven",3
"52","Berlin","Frankfurt",2
"53","Berlin","Geneve",2
"54","Berlin","Hannover",1
"55","Berlin","Ingolstadt",1
"56","Berlin","Kassel",1
"57","Berlin","Klagenfurt",1
"58","Berlin","Mannheim",2
"59","Berlin","Munchen",4
"60","Berlin","Nice",1
"61","Berlin","Nurnberg",1
"62","Berlin","Stuttgart",8
"63","Berlin","Zurich",4
"64","Berne","Augsburg",1
"65","Berne","Berlin",2
"66","Berne","Berne",18
"67","Berne","Dusseldorf",1
"68","Berne","Eindhoven",2
"69","Berne","Frankfurt",1
"70","Berne","Helsinki",2
"71","Berne","Karlsruhe",1
"72","Berne","London",4
"73","Berne","Milano",2
"74","Berne","Munchen",6
"75","Berne","Paris",2
