"","source","target","flow"
"1","Aarhus","Aarhus",2
"2","Aarhus","Angouleme",2
"3","Aarhus","Berlin",1
"4","Aarhus","Copenhague",1
"5","Aarhus","Friedrichshafen",1
"6","Aarhus","Liege",1
"7","Aarhus","Mannheim",1
"8","Aarhus","Munchen",1
"9","Aarhus","Munster",1
"10","Aarhus","Paris",1
"11","Aarhus","Stuttgart",1
"12","Aarhus","Zurich",1
"13","Agen","Liege",1
"14","Agen","Milano",1
"15","Agen","Paris",1
"16","Alicante","Cologne",1
"17","Altenburg","Bale",1
"18","Amiens","Amiens",1
"19","Amiens","Manchester",1
"20","Amsterdam","Amsterdam",11
"21","Amsterdam","Bale",2
"22","Amsterdam","Bremen",1
"23","Amsterdam","Bruxelles",2
"24","Amsterdam","Cologne",1
"25","Amsterdam","Den Haag",2
"26","Amsterdam","Dortmund",1
"27","Amsterdam","Dusseldorf",1
"28","Amsterdam","Eindhoven",4
"29","Amsterdam","Essen",1
"30","Amsterdam","Grenoble",1
"31","Amsterdam","London",1
"32","Amsterdam","Lyon",1
"33","Amsterdam","Manchester",1
"34","Amsterdam","Montpellier",2
"35","Amsterdam","Paris",5
"36","Amsterdam","Stockholm",1
"37","Amsterdam","Torino",1
"38","Ancona","Amsterdam",1
"39","Ancona","Ancona",4
"40","Ancona","La Rochelle",1
"41","Ancona","Stuttgart",1
"42","Ancona","Zurich",1
"43","Angouleme","Paris",1
"44","Annecy","Annecy",2
"45","Annecy","Frankfurt",1
"46","Annecy","Metz-Nancy",1
"47","Annecy","Paris",6
"48","Annecy","Salzburg",1
"49","Annecy","Stuttgart",1
"50","Anvers","Amsterdam",1
"51","Anvers","Anvers",32
"52","Anvers","Bale",3
"53","Anvers","Cologne",7
"54","Anvers","Copenhague",2
"55","Anvers","Dusseldorf",1
"56","Anvers","Essen",1
"57","Anvers","Helsinki",2
"58","Anvers","Kassel",1
"59","Anvers","Leeds",1
"60","Anvers","Liege",1
"61","Anvers","London",1
"62","Anvers","Mannheim",1
"63","Anvers","Munchen",1
"64","Anvers","Oxford",1
"65","Anvers","Paris",6
"66","Anvers","Saint-Etienne",1
"67","Anvers","Sion",1
"68","Anvers","Swindon",1
"69","Anvers","Torino",1
"70","Anvers","Verona",1
"71","Anvers","Wien",2
"72","Anvers","Zurich",4
"73","Athens","Athens",6
"74","Athens","Enschede",1
"75","Athens","Frankfurt",1
"76","Athens","Orleans",1
"77","Athens","Wien",1
"78","Augsburg","Augsburg",4
"79","Augsburg","Bremen",1
"80","Augsburg","Cologne",1
"81","Augsburg","Dusseldorf",1
"82","Augsburg","Firenze",1
"83","Augsburg","Frankfurt",3
"84","Augsburg","Geneve",1
"85","Augsburg","Hannover",1
"86","Augsburg","London",3
"87","Augsburg","Mannheim",2
"88","Augsburg","Milano",1
"89","Augsburg","Munchen",2
"90","Augsburg","Paderborn",1
"91","Augsburg","Paris",2
"92","Augsburg","Stuttgart",2
"93","Augsburg","Zurich",1
"94","Auxerre","Auxerre",2
"95","Avignon","Avignon",2
"96","Avignon","Paris",1
"97","Baden-Baden","Baden-Baden",2
"98","Baden-Baden","Freiburg",1
"99","Baden-Baden","Manchester",2
"100","Baden-Baden","Paris",1
"101","Baden-Baden","Salzburg",1
"102","Bad Kreuznach","Bad Kreuznach",1
"103","Bad Kreuznach","Helsinki",2
"104","Bad Kreuznach","London",1
"105","Bad Kreuznach","Stuttgart",1
"106","Bad Kreuznach","Wien",1
"107","Bad Kreuznach","Zurich",2
"108","Bale","Aarhus",4
"109","Bale","Anvers",2
"110","Bale","Bale",102
"111","Bale","Berne",1
"112","Bale","Birmingham",2
"113","Bale","Bologna",1
"114","Bale","Braunschweig",12
"115","Bale","Bregenz",1
"116","Bale","Bremen",1
"117","Bale","Bristol",3
"118","Bale","Camborne-Redruth",1
"119","Bale","Cologne",12
"120","Bale","Den Haag",1
"121","Bale","Dublin",2
"122","Bale","Dusseldorf",4
"123","Bale","Eindhoven",5
"124","Bale","Enschede",1
"125","Bale","Essen",1
"126","Bale","Exeter",1
"127","Bale","Falun",1
"128","Bale","Firenze",1
"129","Bale","Frankfurt",6
"130","Bale","Freiburg",5
"131","Bale","Gavle-Sandviken",1
"132","Bale","Geneve",4
"133","Bale","Genova",2
"134","Bale","Goteborg",1
"135","Bale","Groningen",1
"136","Bale","Hamburg",1
"137","Bale","Hannover",2
"138","Bale","Ingolstadt",1
"139","Bale","Kassel",1
"140","Bale","Leeds",1
"141","Bale","Leicester-Nottingham",6
"142","Bale","London",19
"143","Bale","Lubeck",2
"144","Bale","Malmo",1
"145","Bale","Mannheim",6
"146","Bale","Milano",1
"147","Bale","Munchen",13
"148","Bale","Munster",1
"149","Bale","Murcia",1
"150","Bale","Nurnberg",1
"151","Bale","Paris",14
"152","Bale","Rotterdam",2
"153","Bale","Saint-Gall",2
"154","Bale","Stockholm",2
"155","Bale","Stuttgart",4
"156","Bale","Swansea",1
"157","Bale","Torino",2
"158","Bale","Utrecht",5
"159","Bale","Zurich",25
"160","Barcelone","Bale",1
"161","Barcelone","Barcelone",5
"162","Barcelone","Berlin",1
"163","Barcelone","Birmingham",3
"164","Barcelone","Bremen",1
"165","Barcelone","Cologne",1
"166","Barcelone","Dusseldorf",2
"167","Barcelone","Forli",2
"168","Barcelone","Frankfurt",2
"169","Barcelone","Genova",1
"170","Barcelone","London",2
"171","Barcelone","Madrid",3
"172","Barcelone","Milano",3
"173","Barcelone","Munchen",2
"174","Barcelone","Munster",1
"175","Barcelone","Paris",1
"176","Barcelone","Siegen",1
"177","Barcelone","Stuttgart",1
"178","Barcelone","Valencia",5
"179","Barcelone","Venezia",1
"180","Barcelone","Zurich",1
"181","Bari","Saint-Gall",1
"182","Beauvais","Exeter",1
"183","Beauvais","Frankfurt",2
"184","Belfast","Frankfurt",1
"185","Belfast","Lille",1
"186","Bergen","Bremen",1
"187","Bergen","Paris",1
"188","Berlin","Bale",2
"189","Berlin","Barcelone",1
"190","Berlin","Berlin",43
"191","Berlin","Birmingham",1
"192","Berlin","Bruxelles",2
"193","Berlin","Cologne",3
"194","Berlin","Cork",1
"195","Berlin","Dortmund",1
"196","Berlin","Dundee",3
"197","Berlin","Dusseldorf",8
"198","Berlin","Frankfurt",6
"199","Berlin","Geneve",1
"200","Berlin","Hannover",3
"201","Berlin","Hof",2
"202","Berlin","Karlsruhe",1
"203","Berlin","Leicester-Nottingham",2
"204","Berlin","Leipzig",2
"205","Berlin","Letterkenny",1
"206","Berlin","Mannheim",5
"207","Berlin","Munchen",6
"208","Berlin","Nurnberg",1
"209","Berlin","Paris",3
"210","Berlin","Saarbrucken",2
"211","Berlin","Siegen",1
"212","Berlin","Stuttgart",9
"213","Berlin","Toulouse",4
"214","Berne","Annecy",1
"215","Berne","Berne",21
"216","Berne","Brno",1
"217","Berne","Budapest",2
"218","Berne","Cologne",1
"219","Berne","Cuneo",4
"220","Berne","Essen",1
"221","Berne","Frankfurt",6
"222","Berne","Geneve",2
"223","Berne","Goteborg",1
"224","Berne","Halmstad",1
"225","Berne","Ingolstadt",1
"226","Berne","Jonkoping",1
"227","Berne","Liverpool",1
"228","Berne","Lyon",1
"229","Berne","Maastricht",1
"230","Berne","Malmo",1
"231","Berne","Milano",3
"232","Berne","Munchen",1
"233","Berne","Munster",4
"234","Berne","Paris",3
