"","source","target","flow"
"1","Aarhus","Baden-Baden",1
"2","Aarhus","Bruxelles",1
"3","Aarhus","Cambridge",2
"4","Aarhus","Cologne",1
"5","Aarhus","Frankfurt",1
"6","Aarhus","Mannheim",2
"7","Aarhus","Milano",1
"8","Aarhus","Oslo",2
"9","Aberdeen","Bournemouth",1
"10","Aberdeen","Den Haag",2
"11","Albi","Groningen",1
"12","Albi","Hamburg",2
"13","Alicante","Eindhoven",1
"14","Alicante","Hamburg",1
"15","Amiens","Bale",1
"16","Amiens","Dusseldorf",1
"17","Amiens","London",1
"18","Amiens","Vicenza",1
"19","Amiens","Zurich",1
"20","Amsterdam","Amsterdam",33
"21","Amsterdam","Anvers",3
"22","Amsterdam","Berne",1
"23","Amsterdam","Birmingham",1
"24","Amsterdam","Brighton",1
"25","Amsterdam","Cardiff",1
"26","Amsterdam","Cologne",2
"27","Amsterdam","Copenhague",3
"28","Amsterdam","Den Haag",3
"29","Amsterdam","Dusseldorf",1
"30","Amsterdam","Eindhoven",6
"31","Amsterdam","Frankfurt",1
"32","Amsterdam","Freiburg",2
"33","Amsterdam","Galway",1
"34","Amsterdam","Geneve",7
"35","Amsterdam","Genova",1
"36","Amsterdam","Hamburg",2
"37","Amsterdam","Hannover",1
"38","Amsterdam","Helsinki",2
"39","Amsterdam","Leeds",1
"40","Amsterdam","London",3
"41","Amsterdam","Lyon",3
"42","Amsterdam","Munchen",10
"43","Amsterdam","Nurnberg",9
"44","Amsterdam","Paris",31
"45","Amsterdam","Poznan",1
"46","Amsterdam","Roma",1
"47","Amsterdam","Rotterdam",1
"48","Amsterdam","Southampton",1
"49","Amsterdam","Stockholm",1
"50","Amsterdam","Stuttgart",6
"51","Amsterdam","Vaasa",1
"52","Amsterdam","Wien",1
"53","Amsterdam","Zurich",4
"54","Ancona","Cambridge",5
"55","Ancona","Paris",1
"56","Ancona","Stuttgart",2
"57","Angouleme","Paris",1
"58","Annecy","Bale",1
"59","Annecy","London",1
"60","Anvers","Amsterdam",1
"61","Anvers","Anvers",26
"62","Anvers","Berne",1
"63","Anvers","Bruxelles",1
"64","Anvers","Cambridge",1
"65","Anvers","Cologne",2
"66","Anvers","Courtrai",2
"67","Anvers","Eindhoven",3
"68","Anvers","Leicester-Nottingham",1
"69","Anvers","London",3
"70","Anvers","Mannheim",1
"71","Anvers","Munchen",2
"72","Anvers","Paris",4
"73","Anvers","Salzburg",2
"74","Athens","Paris",1
"75","Augsburg","Munchen",1
"76","Augsburg","Paris",1
"77","Augsburg","Vasteras",1
"78","Augsburg","Zurich",1
"79","Baden-Baden","Baden-Baden",4
"80","Baden-Baden","Brighton",1
"81","Baden-Baden","Bruxelles",2
"82","Baden-Baden","Freiburg",1
"83","Baden-Baden","Malmo",2
"84","Baden-Baden","Milano",1
"85","Baden-Baden","Paris",1
"86","Baden-Baden","Torino",1
"87","Baden-Baden","Tours",2
"88","Bad Kreuznach","Munster",1
"89","Bad Kreuznach","Roma",1
"90","Bale","Annecy",2
"91","Bale","Bale",28
"92","Bale","Berne",2
"93","Bale","Birmingham",1
"94","Bale","Brighton",2
"95","Bale","Calais",2
"96","Bale","Cherbourg",1
"97","Bale","Cologne",1
"98","Bale","Dortmund",1
"99","Bale","Eindhoven",4
"100","Bale","Frankfurt",1
"101","Bale","Grenoble",1
"102","Bale","Hannover",1
"103","Bale","Karlsruhe",2
"104","Bale","Limoges",2
"105","Bale","London",3
"106","Bale","Madrid",1
"107","Bale","Maidstone",2
"108","Bale","Mannheim",3
"109","Bale","Milano",2
"110","Bale","Munchen",5
"111","Bale","Paris",1
"112","Bale","Rotterdam",1
"113","Bale","Stuttgart",1
"114","Bale","Vicenza",1
"115","Bale","Zurich",1
"116","Bale","Zwolle",1
"117","Barcelone","Alicante",1
"118","Barcelone","Barcelone",1
"119","Barcelone","Dortmund",1
"120","Barcelone","Freiburg",4
"121","Barcelone","Genova",2
"122","Barcelone","Hamburg",1
"123","Barcelone","London",1
"124","Barcelone","Paris",4
"125","Barcelone","Saint-Etienne",1
"126","Barcelone","Saint-Moritz",3
"127","Barcelone","Zurich",1
"128","Bari","Bari",1
"129","Bari","Munchen",1
"130","Beauvais","Cambridge",2
"131","Beauvais","Chambery",2
"132","Beauvais","London",2
"133","Beauvais","Maidstone",1
"134","Beauvais","Paris",2
"135","Belfast","London",1
"136","Berlin","Aalborg",3
"137","Berlin","Aarhus",1
"138","Berlin","Amsterdam",3
"139","Berlin","Augsburg",1
"140","Berlin","Bale",1
"141","Berlin","Berlin",51
"142","Berlin","Braunschweig",2
"143","Berlin","Brighton",1
"144","Berlin","Cambridge",1
"145","Berlin","Cologne",7
"146","Berlin","Dusseldorf",4
"147","Berlin","Eindhoven",4
"148","Berlin","Frankfurt",4
"149","Berlin","Freiburg",2
"150","Berlin","Gloucester",1
"151","Berlin","Goteborg",1
"152","Berlin","Hamburg",1
"153","Berlin","Helsinki",10
"154","Berlin","Leeds",1
"155","Berlin","Leicester-Nottingham",1
"156","Berlin","London",14
"157","Berlin","Mannheim",2
"158","Berlin","Milano",2
"159","Berlin","Munchen",14
"160","Berlin","Munster",1
"161","Berlin","Nice",2
"162","Berlin","Nurnberg",2
"163","Berlin","Paris",17
"164","Berlin","Reims",1
"165","Berlin","Saint-Gall",2
"166","Berlin","Siegen",1
"167","Berlin","Southampton",1
"168","Berlin","Stockholm",4
"169","Berlin","Stuttgart",8
"170","Berlin","Torino",1
"171","Berlin","Toulouse",1
"172","Berlin","Turku",9
"173","Berlin","Wien",1
"174","Berlin","Zurich",2
"175","Berne","Bale",2
"176","Berne","Berne",25
"177","Berne","Besancon",2
"178","Berne","Cologne",1
"179","Berne","Copenhague",8
"180","Berne","Dusseldorf",1
"181","Berne","Eindhoven",4
"182","Berne","Frankfurt",2
"183","Berne","Freiburg",2
"184","Berne","Hamburg",2
"185","Berne","Hannover",2
"186","Berne","Helsinki",2
"187","Berne","London",5
"188","Berne","Madrid",2
"189","Berne","Maidstone",1
"190","Berne","Munchen",5
"191","Berne","Nurnberg",9
"192","Berne","Orebro",1
"193","Berne","Paris",1
"194","Berne","Pau",1
"195","Berne","San Sebastian",1
"196","Berne","Stuttgart",8
"197","Berne","Swindon",1
"198","Berne","Wien",1
"199","Berne","Zurich",9
"200","Besancon","Besancon",1
"201","Besancon","Munchen",1
"202","Besancon","Stuttgart",1
"203","Bilbao","Frankfurt",1
"204","Birmingham","Annecy",1
"205","Birmingham","Bale",1
