"","source","target","flow"
"1","Aalborg","Aalborg",1
"2","Aalborg","Stuttgart",1
"3","Aalborg","Zurich",2
"4","Aarhus","Aarhus",5
"5","Aarhus","Amsterdam",1
"6","Aarhus","Barcelone",4
"7","Aarhus","Berlin",1
"8","Aarhus","Bremen",2
"9","Aarhus","Copenhague",1
"10","Aarhus","Enschede",1
"11","Aarhus","Esbjerg",3
"12","Aarhus","Essen",1
"13","Aarhus","Flensburg",1
"14","Aarhus","Frankfurt",4
"15","Aarhus","Hamburg",16
"16","Aarhus","Helsinki",16
"17","Aarhus","Kiel",1
"18","Aarhus","La Rochelle",2
"19","Aarhus","Marseille",1
"20","Aarhus","Munchen",15
"21","Aarhus","Newcastle",2
"22","Aarhus","Pamplona",18
"23","Aarhus","Paris",1
"24","Aarhus","San Sebastian",1
"25","Aarhus","Stuttgart",1
"26","Aarhus","Swindon",1
"27","Aarhus","Viborg",1
"28","Aarhus","Vigo",1
"29","Aarhus","Zweibrucken",1
"30","Agen","Paris",1
"31","Almeria","Paris",2
"32","Amiens","Chalon-sur-Saone",1
"33","Amsterdam","Amsterdam",2
"34","Amsterdam","Bale",1
"35","Amsterdam","Bregenz",1
"36","Amsterdam","Den Haag",2
"37","Amsterdam","Dortmund",1
"38","Amsterdam","Emden",1
"39","Amsterdam","Essen",1
"40","Amsterdam","Goteborg",1
"41","Amsterdam","Hamburg",2
"42","Amsterdam","London",1
"43","Amsterdam","Milano",2
"44","Amsterdam","Munchen",1
"45","Amsterdam","Paris",2
"46","Amsterdam","Stuttgart",1
"47","Amsterdam","Vaasa",1
"48","Amsterdam","Verona",1
"49","Amsterdam","Viborg",1
"50","Amsterdam","Warszawa",2
"51","Amsterdam","Zurich",2
"52","Ancona","Ancona",10
"53","Ancona","Bale",1
"54","Ancona","Birmingham",1
"55","Ancona","Brighton",1
"56","Ancona","Dusseldorf",1
"57","Ancona","Eindhoven",1
"58","Ancona","Hamburg",1
"59","Ancona","Milano",1
"60","Ancona","Munchen",1
"61","Ancona","Paris",2
"62","Ancona","Roma",2
"63","Ancona","Stockholm",2
"64","Ancona","Stuttgart",5
"65","Ancona","Swindon",1
"66","Ancona","Trieste",1
"67","Annecy","Annecy",10
"68","Annecy","Berlin",1
"69","Annecy","Cologne",1
"70","Annecy","Friedrichshafen",1
"71","Annecy","Milano",1
"72","Annecy","Munchen",2
"73","Annecy","Paris",1
"74","Annecy","Stuttgart",3
"75","Annecy","Torino",1
"76","Annecy","Zurich",1
"77","Anvers","Anvers",50
"78","Anvers","Barcelone",1
"79","Anvers","Birmingham",1
"80","Anvers","Bruxelles",2
"81","Anvers","Essen",3
"82","Anvers","Firenze",1
"83","Anvers","Geneve",1
"84","Anvers","Hamburg",2
"85","Anvers","Hannover",1
"86","Anvers","Liege",1
"87","Anvers","London",2
"88","Anvers","Lubeck",1
"89","Anvers","Mannheim",1
"90","Anvers","Milano",1
"91","Anvers","Munchen",6
"92","Anvers","Pamplona",1
"93","Anvers","Paris",1
"94","Anvers","Saint-Etienne",1
"95","Anvers","Stockholm",1
"96","Anvers","Vicenza",1
"97","Anvers","Wien",2
"98","Anvers","Zurich",1
"99","Athens","Athens",1
"100","Athens","London",1
"101","Athens","Sevilla",1
"102","Augsburg","Augsburg",7
"103","Augsburg","Bale",4
"104","Augsburg","Berlin",2
"105","Augsburg","Cologne",1
"106","Augsburg","Essen",1
"107","Augsburg","Firenze",1
"108","Augsburg","Goteborg",1
"109","Augsburg","Innsbruck",1
"110","Augsburg","Leicester-Nottingham",2
"111","Augsburg","London",1
