"","source","target","flow"
"1","Aalborg","Aalborg",3
"2","Aarhus","Barcelone",2
"3","Amsterdam","Barcelone",1
"4","Ancona","Cologne",1
"5","Ancona","Frankfurt",1
"6","Ancona","Innsbruck",1
"7","Ancona","Salzburg",1
"8","Ancona","San Sebastian",1
"9","Angers","Dusseldorf",1
"10","Angers","Paris",1
"11","Anvers","Anvers",5
"12","Anvers","Freiburg",1
"13","Anvers","Nurnberg",1
"14","Anvers","Torino",1
"15","Anvers","Venezia",2
"16","Auxerre","Freiburg",2
"17","Avignon","Kalmar",1
"18","Avignon","Stockholm",1
"19","Bale","Bale",1
"20","Bale","Mannheim",1
"21","Bale","Stuttgart",1
"22","Barcelone","Milano",1
"23","Berlin","Berlin",7
"24","Berlin","Cologne",1
"25","Berlin","Frankfurt",1
"26","Berlin","Freiburg",1
"27","Berlin","Helsinki",4
"28","Berlin","Leeds",1
"29","Berlin","Munchen",1
"30","Berlin","Paderborn",1
"31","Berlin","Paris",1
"32","Berlin","Zurich",2
"33","Berne","Berne",5
"34","Berne","Bruxelles",1
"35","Berne","Freiburg",1
"36","Berne","Helsinki",8
"37","Berne","London",2
"38","Berne","Paderborn",1
"39","Berne","Paris",1
"40","Berne","Saint-Gall",1
"41","Berne","Stuttgart",1
"42","Birmingham","Birmingham",1
"43","Birmingham","Rotterdam",1
"44","Bolzano","Bolzano",2
"45","Braunschweig","Braunschweig",1
"46","Braunschweig","Cologne",2
"47","Braunschweig","Essen",1
"48","Braunschweig","London",1
"49","Braunschweig","Munchen",1
"50","Bruxelles","Bruxelles",2
"51","Bruxelles","London",1
"52","Bruxelles","Paris",1
"53","Budapest","Groningen",1
"54","Cambridge","London",1
"55","Cambridge","Paris",1
"56","Charleroi","Amsterdam",1
"57","Cologne","Berlin",1
"58","Cologne","Berne",3
"59","Cologne","Cologne",17
"60","Cologne","Dusseldorf",2
"61","Cologne","Enschede",1
"62","Cologne","Frankfurt",2
"63","Cologne","Hannover",1
"64","Cologne","Helsinki",2
"65","Cologne","Letterkenny",1
"66","Cologne","Madrid",1
"67","Cologne","Munchen",1
"68","Cologne","Paris",5
"69","Cologne","Stockholm",1
"70","Cologne","Stuttgart",1
"71","Cologne","Utrecht",1
"72","Cologne","Zurich",1
"73","Cork","Cork",2
"74","Cork","Galway",2
"75","Den Haag","Den Haag",1
"76","Den Haag","Munchen",1
"77","Dortmund","Dusseldorf",2
"78","Dortmund","Hamburg",1
"79","Dortmund","Letterkenny",1
"80","Dortmund","London",1
"81","Dortmund","Munchen",1
"82","Dublin","Bale",1
"83","Dublin","Birmingham",1
"84","Dublin","Cork",3
"85","Dublin","Dublin",2
"86","Dublin","Galway",1
"87","Dublin","London",3
"88","Dublin","Mannheim",1
"89","Dublin","Southampton",1
"90","Dublin","Zurich",1
"91","Dusseldorf","Berne",1
"92","Dusseldorf","Dusseldorf",1
"93","Dusseldorf","Eindhoven",1
"94","Dusseldorf","Helsinki",2
"95","Dusseldorf","Karlsruhe",4
"96","Dusseldorf","Kiel",1
"97","Dusseldorf","Munchen",2
"98","Dusseldorf","Paderborn",1
"99","Dusseldorf","Turku",1
"100","Eindhoven","Amsterdam",2
"101","Eindhoven","Berlin",1
"102","Eindhoven","Braunschweig",1
"103","Eindhoven","Eindhoven",1
"104","Eindhoven","London",1
"105","Eindhoven","Newcastle",1
"106","Eindhoven","Paris",7
"107","Enschede","Zurich",1
"108","Essen","Mannheim",2
"109","Essen","Newcastle",1
"110","Flensburg","Helsinki",2
"111","Flensburg","Karlsruhe",2
"112","Forli","Hannover",2
"113","Frankfurt","Berlin",1
"114","Frankfurt","Cologne",5
"115","Frankfurt","Dortmund",1
"116","Frankfurt","Dusseldorf",1
"117","Frankfurt","Erfurt",1
"118","Frankfurt","Frankfurt",7
"119","Frankfurt","Geneve",1
"120","Frankfurt","Karlsruhe",5
"121","Frankfurt","Kassel",1
"122","Frankfurt","Munster",2
"123","Frankfurt","Nurnberg",1
"124","Frankfurt","Paris",5
"125","Frankfurt","Stuttgart",1
"126","Frankfurt","Wien",2
"127","Frankfurt","Zurich",4
"128","Frankfurt","Zweibrucken",2
"129","Geneve","Berne",2
"130","Geneve","Geneve",2
"131","Geneve","London",2
"132","Geneve","Paris",3
"133","Graz","Birmingham",1
"134","Graz","Graz",4
"135","Groningen","Groningen",2
"136","Groningen","London",1
"137","Groningen","Munchen",2
"138","Groningen","Paris",1
"139","Hamburg","Belfast",1
"140","Hamburg","Berne",3
"141","Hamburg","London",1
"142","Hamburg","Milano",1
"143","Helsinki","Berne",2
"144","Helsinki","Cologne",2
"145","Helsinki","Den Haag",2
"146","Helsinki","Helsinki",8
"147","Helsinki","Malmo",2
"148","Helsinki","Milano",2
"149","Helsinki","Munchen",2
"150","Helsinki","Paris",12
"151","Helsinki","Roma",2
