"","source","target","flow"
"1","Bale","Berne",1
"2","Berlin","Berlin",1
"3","Berlin","Cologne",2
"4","Berlin","Dortmund",2
"5","Berne","Berne",12
"6","Berne","Dortmund",3
"7","Berne","Geneve",1
"8","Berne","Sion",1
"9","Berne","Stuttgart",3
"10","Bruxelles","Bruxelles",17
"11","Bruxelles","Eindhoven",1
"12","Bruxelles","Grenoble",2
"13","Bruxelles","Milano",2
"14","Bruxelles","Munchen",1
"15","Bruxelles","Stuttgart",1
"16","Den Haag","Eindhoven",1
"17","Dortmund","Karlsruhe",3
"18","Dresden","Cologne",2
"19","Eindhoven","Eindhoven",2
"20","Eindhoven","Helsinki",2
"21","Eindhoven","Milano",3
"22","Eindhoven","Munchen",1
"23","Eindhoven","Stockholm",1
"24","Enschede","Dublin",1
"25","Enschede","Enschede",1
"26","Geneve","Berne",1
"27","Grenoble","Milano",1
"28","Hamburg","Mannheim",2
"29","Karlsruhe","Wien",1
"30","London","Eindhoven",1
"31","London","London",1
"32","Madrid","Dortmund",2
"33","Malmo","Frankfurt",2
"34","Milano","Anvers",1
"35","Milano","Helsinki",8
"36","Milano","Milano",14
"37","Milano","Stuttgart",1
"38","Milano","Toulouse",1
"39","Milano","Zurich",1
"40","Munchen","Berlin",1
"41","Munchen","Bruxelles",4
"42","Munchen","Cologne",1
"43","Munchen","Eindhoven",1
"44","Munchen","London",1
"45","Munchen","Milano",1
"46","Munchen","Munchen",1
"47","Munchen","Paris",2
"48","Munchen","Praha",1
"49","Oslo","Cologne",1
"50","Oslo","London",1
"51","Oslo","Oslo",4
"52","Oslo","Paris",1
"53","Oslo","Stockholm",1
"54","Oxford","Berlin",1
"55","Oxford","Cologne",2
"56","Oxford","Oxford",1
"57","Paris","Bruxelles",3
"58","Paris","Enschede",1
"59","Paris","Grenoble",1
"60","Paris","Milano",2
"61","Paris","Munchen",1
"62","Paris","Paris",18
"63","Paris","Stuttgart",1
"64","Sion","Berne",1
"65","Sion","Linz",1
"66","Stuttgart","Berne",3
"67","Stuttgart","Bruxelles",1
"68","Stuttgart","Eindhoven",1
"69","Stuttgart","Munchen",2
"70","Stuttgart","Paris",3
"71","Stuttgart","Stuttgart",5
"72","Torino","Mannheim",1
"73","Torino","Torino",1
"74","Vitoria-Gasteiz","Vitoria-Gasteiz",3
"75","Zurich","Milano",1
"76","Zurich","Viborg",1
"77","Zurich","Zurich",4
