letter	number	frequency	name
Paris	1085	0.0766	Paris
Bruxelles	967	0.0683	Bruxelles
Munchen	896	0.0633	Munchen
Venezia	882	0.0623	Venezia
Hamburg	878	0.062	Hamburg
Zurich	822	0.0581	Zurich
Milano	531	0.0375	Milano
Paderborn	497	0.0351	Paderborn
Annecy	442	0.0312	Annecy
Frankfurt	424	0.0299	Frankfurt
Nurnberg	350	0.0247	Nurnberg
Geneve	345	0.0244	Geneve
Berne	325	0.023	Berne
Stuttgart	252	0.0178	Stuttgart
Lyon	228	0.0161	Lyon
