"","source","target","flow"
"1","Aalborg","Aalborg",5
"2","Aalborg","Cologne",3
"3","Aalborg","Copenhague",1
"4","Aalborg","Dusseldorf",1
"5","Aalborg","London",5
"6","Aalborg","Manchester",2
"7","Aalborg","Nimes",1
"8","Aalborg","Nurnberg",2
"9","Aalborg","Paris",2
"10","Aalborg","Zurich",2
"11","Aarhus","Birmingham",1
"12","Ajaccio","Paris",1
"13","Ajaccio","Turku",1
"14","Alicante","Birmingham",1
"15","Alicante","Paris",2
"16","Almeria","Almeria",1
"17","Almeria","Verona",1
"18","Almeria","Zurich",1
"19","Amiens","Eindhoven",1
"20","Amiens","Liverpool",1
"21","Amiens","Salamanca",1
"22","Amsterdam","Aalborg",1
"23","Amsterdam","Amsterdam",17
"24","Amsterdam","Birmingham",2
"25","Amsterdam","Braunschweig",1
"26","Amsterdam","Bruxelles",2
"27","Amsterdam","Charleroi",1
"28","Amsterdam","Den Haag",1
"29","Amsterdam","Dusseldorf",5
"30","Amsterdam","Essen",1
"31","Amsterdam","Frankfurt",7
"32","Amsterdam","Gand",1
"33","Amsterdam","Helsinki",2
"34","Amsterdam","Hof",1
"35","Amsterdam","Leeds",1
"36","Amsterdam","Liege",2
"37","Amsterdam","Lille",4
"38","Amsterdam","Linz",4
"39","Amsterdam","London",7
"40","Amsterdam","Monchengladbach",1
"41","Amsterdam","Munster",1
"42","Amsterdam","Oxford",1
"43","Amsterdam","Paderborn",2
"44","Amsterdam","Paris",23
"45","Amsterdam","Rotterdam",4
"46","Amsterdam","Salzburg",1
"47","Amsterdam","Stockholm",1
"48","Amsterdam","Sundsvall",2
"49","Amsterdam","Udine",3
"50","Amsterdam","Vasteras",4
"51","Amsterdam","Zurich",1
"52","Amsterdam","Zwolle",5
"53","Ancona","Reims",1
"54","Annecy","Annecy",1
"55","Annecy","Essen",1
"56","Annecy","Geneve",1
"57","Annecy","Lyon",1
"58","Anvers","Anvers",17
"59","Anvers","Avignon",1
"60","Anvers","Berne",1
"61","Anvers","Bologna",1
"62","Anvers","Budapest",1
"63","Anvers","Chambery",1
"64","Anvers","Cologne",6
"65","Anvers","Dusseldorf",1
"66","Anvers","Frankfurt",4
"67","Anvers","Limoges",1
"68","Anvers","Linz",1
"69","Anvers","Maastricht",1
"70","Anvers","Manchester",1
"71","Anvers","Mannheim",3
"72","Anvers","Metz-Nancy",1
"73","Anvers","Paris",6
"74","Anvers","Saarbrucken",1
"75","Anvers","Stuttgart",5
"76","Anvers","Toulouse",1
"77","Anvers","Utrecht",1
"78","Athens","Athens",1
"79","Athens","Paris",3
"80","Augsburg","Augsburg",3
"81","Augsburg","Baden-Baden",1
"82","Augsburg","Cologne",2
"83","Augsburg","Frankfurt",5
"84","Augsburg","Freiburg",1
"85","Augsburg","Genova",1
"86","Augsburg","Hamburg",1
"87","Augsburg","Ingolstadt",1
"88","Augsburg","Manchester",1
"89","Augsburg","Mannheim",2
"90","Augsburg","Milano",2
"91","Augsburg","Munchen",3
"92","Augsburg","Munster",1
"93","Augsburg","Paris",1
"94","Augsburg","Roma",1
"95","Augsburg","Rotterdam",1
"96","Augsburg","Stockholm",2
"97","Augsburg","Stuttgart",1
"98","Augsburg","Torino",1
"99","Augsburg","Venezia",1
"100","Augsburg","Zurich",2
"101","Aurillac","Udine",1
"102","Avignon","Augsburg",1
"103","Avignon","Avignon",4
"104","Avignon","Cologne",1
"105","Avignon","Gerona",3
"106","Avignon","Paris",2
"107","Avignon","Stockholm",2
"108","Avignon","Zurich",1
"109","Badajoz","Barcelone",1
"110","Badajoz","Essen",1
"111","Baden-Baden","Frankfurt",1
"112","Baden-Baden","Leeds",2
"113","Baden-Baden","Munster",1
"114","Baden-Baden","Paris",1
"115","Bad Kreuznach","Amsterdam",1
"116","Bad Kreuznach","Cologne",2
"117","Bad Kreuznach","Dusseldorf",2
"118","Bad Kreuznach","Paris",1
"119","Bad Kreuznach","Thessaloniki",1
"120","Bale","Aalborg",2
"121","Bale","Avignon",1
"122","Bale","Bale",116
"123","Bale","Berlin",1
"124","Bale","Berne",2
"125","Bale","Birmingham",2
"126","Bale","Braunschweig",2
"127","Bale","Camborne-Redruth",3
"128","Bale","Cologne",8
"129","Bale","Copenhague",3
"130","Bale","Den Haag",1
"131","Bale","Dortmund",6
"132","Bale","Dusseldorf",6
"133","Bale","Eindhoven",1
"134","Bale","Erfurt",1
"135","Bale","Essen",3
"136","Bale","Frankfurt",16
"137","Bale","Grenoble",1
"138","Bale","Ingolstadt",2
"139","Bale","Leeds",1
"140","Bale","Linkoping",2
"141","Bale","Linz",1
"142","Bale","Liverpool",2
"143","Bale","London",12
"144","Bale","Lyon",2
"145","Bale","Manchester",1
"146","Bale","Mannheim",6
"147","Bale","Memmingen",1
"148","Bale","Milano",2
"149","Bale","Montpellier",1
"150","Bale","Munchen",26
"151","Bale","Munster",1
"152","Bale","Oslo",1
"153","Bale","Paris",34
"154","Bale","Roma",2
"155","Bale","Siegen",1
"156","Bale","Stockholm",1
"157","Bale","Torino",2
"158","Bale","Trieste",1
"159","Bale","Turku",1
"160","Bale","Venezia",1
"161","Bale","Zurich",13
"162","Barcelone","Badajoz",3
"163","Barcelone","Barcelone",17
"164","Barcelone","Bruxelles",2
"165","Barcelone","Cologne",1
"166","Barcelone","Copenhague",1
"167","Barcelone","Dortmund",2
"168","Barcelone","Essen",4
"169","Barcelone","Frankfurt",1
"170","Barcelone","Graz",1
"171","Barcelone","Karlsruhe",1
"172","Barcelone","Kassel",1
"173","Barcelone","Lubeck",1
"174","Barcelone","Milano",1
"175","Barcelone","Nurnberg",2
"176","Barcelone","Paderborn",1
"177","Barcelone","Paris",3
"178","Barcelone","Stuttgart",1
"179","Barcelone","Utrecht",1
"180","Barcelone","Zurich",1
"181","Bari","Bari",1
"182","Bastia","Turku",1
"183","Beauvais","Barcelone",2
"184","Beauvais","Leicester-Nottingham",1
"185","Beauvais","Madrid",1
"186","Beauvais","Paris",1
"187","Belfast","Leeds",2
"188","Bergen","Linz",1
"189","Berlin","Berlin",14
"190","Berlin","Bruxelles",2
"191","Berlin","Cologne",4
"192","Berlin","Essen",2
"193","Berlin","Frankfurt",4
"194","Berlin","Freiburg",1
"195","Berlin","Friedrichshafen",1
"196","Berlin","Hannover",1
"197","Berlin","Karlsruhe",1
"198","Berlin","London",2
"199","Berlin","Lubeck",1
"200","Berlin","Maidstone",1
"201","Berlin","Milano",1
"202","Berlin","Munchen",4
"203","Berlin","Nurnberg",2
"204","Berlin","Paris",2
"205","Berlin","Roma",1
"206","Berlin","Saint-Gall",1
"207","Berlin","Siegen",1
"208","Berlin","Wien",1
"209","Berlin","Zurich",3
"210","Berne","Amsterdam",3
"211","Berne","Bad Kreuznach",1
"212","Berne","Bale",7
"213","Berne","Berne",24
"214","Berne","Chambery",2
"215","Berne","Cologne",1
"216","Berne","Dortmund",2
"217","Berne","Dusseldorf",2
"218","Berne","Essen",1
"219","Berne","Frankfurt",10
"220","Berne","Freiburg",2
"221","Berne","Geneve",7
"222","Berne","Graz",1
"223","Berne","Karlsruhe",1
"224","Berne","Linz",1
"225","Berne","Liverpool",1
"226","Berne","London",1
"227","Berne","Malmo",1
"228","Berne","Mannheim",2
"229","Berne","Metz-Nancy",3
"230","Berne","Munchen",3
"231","Berne","Nice",1
"232","Berne","Paderborn",3
"233","Berne","Paris",8
"234","Berne","Siegen",3
"235","Berne","Stuttgart",6
"236","Berne","Udine",1
"237","Berne","Wien",2
"238","Berne","Zurich",6
"239","Besancon","Dusseldorf",1
"240","Besancon","Essen",1
"241","Bilbao","Berlin",1
"242","Bilbao","Birmingham",3
"243","Bilbao","Braunschweig",2
"244","Bilbao","Dortmund",1
"245","Bilbao","Frankfurt",2
"246","Bilbao","Linz",2
"247","Bilbao","London",2
"248","Bilbao","Mannheim",1
"249","Bilbao","Munchen",1
"250","Bilbao","Zurich",3
"251","Birmingham","Anvers",1
"252","Birmingham","Birmingham",30
"253","Birmingham","Bruxelles",1
"254","Birmingham","Chambery",2
"255","Birmingham","Cologne",4
"256","Birmingham","Dusseldorf",3
"257","Birmingham","Frankfurt",3
"258","Birmingham","Goteborg",1
"259","Birmingham","Hamburg",1
"260","Birmingham","Leeds",2
"261","Birmingham","London",6
"262","Birmingham","Manchester",2
"263","Birmingham","Mannheim",2
"264","Birmingham","Metz-Nancy",1
"265","Birmingham","Milano",1
"266","Birmingham","Munchen",5
"267","Birmingham","Nurnberg",1
"268","Birmingham","Oslo",1
"269","Birmingham","Paris",2
"270","Birmingham","Southampton",1
"271","Birmingham","Torino",1
"272","Birmingham","Umea",2
"273","Birmingham","Vasteras",1
"274","Birmingham","Wien",2
"275","Birmingham","Zurich",4
"276","Bologna","Barcelone",1
"277","Bologna","Bologna",2
"278","Bologna","Bremen",1
"279","Bologna","Cologne",2
"280","Bologna","Enschede",1
"281","Bologna","Frankfurt",3
"282","Bologna","Geneve",2
"283","Bologna","London",2
"284","Bologna","Milano",3
"285","Bologna","Saarbrucken",1
"286","Bologna","Udine",2
"287","Bordeaux","Den Haag",1
"288","Bordeaux","Malmo",1
"289","Bordeaux","Paris",3
"290","Bordeaux","Toulouse",1
"291","Bournemouth","Cologne",1
"292","Bournemouth","Zurich",1
"293","Braunschweig","Bale",4
"294","Braunschweig","Braunschweig",13
"295","Braunschweig","Bruxelles",4
"296","Braunschweig","Budapest",1
"297","Braunschweig","Cologne",7
"298","Braunschweig","Dortmund",1
"299","Braunschweig","Dusseldorf",2
"300","Braunschweig","Essen",2
"301","Braunschweig","Frankfurt",2
"302","Braunschweig","Friedrichshafen",1
"303","Braunschweig","Gavle-Sandviken",2
"304","Braunschweig","Goteborg",1
"305","Braunschweig","Grenoble",1
"306","Braunschweig","Ingolstadt",1
"307","Braunschweig","Klagenfurt",3
"308","Braunschweig","Linkoping",1
"309","Braunschweig","Linz",1
"310","Braunschweig","Mannheim",1
"311","Braunschweig","Milano",1
"312","Braunschweig","Munchen",8
"313","Braunschweig","Oslo",1
"314","Braunschweig","Paris",7
"315","Braunschweig","Stuttgart",1
"316","Braunschweig","Utrecht",1
"317","Braunschweig","Wien",1
"318","Braunschweig","Zurich",2
"319","Bregenz","Bregenz",3
"320","Bregenz","Linz",2
"321","Bregenz","Saint-Gall",4
"322","Bregenz","Zurich",2
"323","Bremen","Augsburg",1
"324","Bremen","Birmingham",3
"325","Bremen","Bremen",18
"326","Bremen","Chambery",1
"327","Bremen","Essen",2
"328","Bremen","Frankfurt",5
"329","Bremen","Munchen",2
"330","Bremen","Oviedo",1
"331","Bremen","Paris",1
"332","Bremen","Stuttgart",1
"333","Brighton","London",1
"334","Brighton","Munchen",1
"335","Brindisi","Brindisi",1
"336","Brindisi","Frankfurt",1
"337","Brindisi","Mannheim",1
"338","Brindisi","Paris",1
"339","Bruxelles","Bale",1
"340","Bruxelles","Barcelone",1
"341","Bruxelles","Berne",1
"342","Bruxelles","Bruxelles",63
"343","Bruxelles","Cologne",7
"344","Bruxelles","Courtrai",1
"345","Bruxelles","Dusseldorf",4
"346","Bruxelles","Eindhoven",2
"347","Bruxelles","Enschede",1
"348","Bruxelles","Essen",2
"349","Bruxelles","Forli",1
"350","Bruxelles","Frankfurt",9
"351","Bruxelles","Geneve",2
"352","Bruxelles","Groningen",2
"353","Bruxelles","Hamburg",2
"354","Bruxelles","Hannover",6
"355","Bruxelles","Karlsruhe",1
"356","Bruxelles","Liege",2
"357","Bruxelles","Linz",1
"358","Bruxelles","Liverpool",2
"359","Bruxelles","London",9
"360","Bruxelles","Lulea",1
"361","Bruxelles","Lyon",1
"362","Bruxelles","Mannheim",2
"363","Bruxelles","Milano",3
"364","Bruxelles","Munchen",6
"365","Bruxelles","Paderborn",1
