"","source","target","flow"
"1","Aalborg","Aalborg",2
"2","Aalborg","Aarhus",1
"3","Aalborg","Bologna",1
"4","Aalborg","Bremen",1
"5","Aalborg","Dusseldorf",1
"6","Aalborg","Frankfurt",1
"7","Aalborg","Hamburg",1
"8","Aalborg","Lubeck",1
"9","Aalborg","Manchester",1
"10","Aalborg","Paris",2
"11","Aalborg","Thessaloniki",1
"12","Aalborg","Utrecht",2
"13","Aalborg","Venezia",1
"14","Aalborg","Vicenza",1
"15","Aarhus","Aarhus",10
"16","Aarhus","Amsterdam",2
"17","Aarhus","Berlin",2
"18","Aarhus","Birmingham",2
"19","Aarhus","Bregenz",1
"20","Aarhus","Brighton",1
"21","Aarhus","Camborne-Redruth",1
"22","Aarhus","Copenhague",1
"23","Aarhus","Den Haag",1
"24","Aarhus","Dortmund",1
"25","Aarhus","Eindhoven",4
"26","Aarhus","Esbjerg",1
"27","Aarhus","Essen",1
"28","Aarhus","Groningen",1
"29","Aarhus","Hamburg",1
"30","Aarhus","Karlsruhe",2
"31","Aarhus","Leicester-Nottingham",1
"32","Aarhus","London",1
"33","Aarhus","Milano",1
"34","Aarhus","Munchen",2
"35","Aarhus","Munster",6
"36","Aarhus","Nurnberg",1
"37","Aarhus","Ostende-Bruges",1
"38","Aarhus","Paderborn",1
"39","Aarhus","Paris",2
"40","Aarhus","Rotterdam",2
"41","Aarhus","Saint-Gall",1
"42","Aarhus","Stavanger",1
"43","Aarhus","Strasbourg",1
"44","Aarhus","Stuttgart",2
"45","Aarhus","Utrecht",1
"46","Aarhus","Viborg",5
"47","Aarhus","Zurich",1
"48","Aarhus","Zwolle",1
"49","Aberdeen","Aberdeen",1
"50","Aberdeen","London",1
"51","Aberdeen","Norwich",2
"52","Agen","Agen",1
"53","Agen","Amsterdam",2
"54","Agen","Baden-Baden",1
"55","Agen","Birmingham",1
"56","Agen","Den Haag",1
"57","Agen","Eindhoven",2
"58","Agen","Enschede",1
"59","Agen","Leeds",1
"60","Agen","Munster",1
"61","Agen","Rennes",1
"62","Agen","Stuttgart",1
"63","Agen","Wien",1
"64","Ajaccio","Wien",1
"65","Albi","Avignon",2
"66","Albi","Barcelone",4
"67","Albi","Dusseldorf",1
"68","Albi","Lugano",2
"69","Albi","Paris",1
"70","Albi","Zurich",1
"71","Alghero","Lyon",1
"72","Alghero","Milano",1
"73","Alicante","Alicante",1
"74","Alicante","Angers",1
"75","Alicante","Bruxelles",1
"76","Alicante","Cologne",1
"77","Alicante","Eindhoven",1
"78","Alicante","Frankfurt",1
"79","Alicante","Hamburg",1
"80","Alicante","London",2
"81","Alicante","Milano",1
"82","Alicante","Munchen",2
"83","Alicante","Vigo",1
"84","Almeria","Almeria",1
"85","Almeria","Avignon",1
"86","Almeria","Murcia",1
"87","Almeria","Verona",1
"88","Amiens","Amiens",2
"89","Amiens","Brest",1
"90","Amiens","Bristol",1
"91","Amiens","Cologne",1
"92","Amiens","Ingolstadt",2
"93","Amiens","Letterkenny",1
"94","Amiens","Rodez",1
"95","Amiens","Siegen",1
"96","Amiens","Zwolle",1
"97","Amsterdam","Aalborg",1
"98","Amsterdam","Aarhus",4
"99","Amsterdam","Amsterdam",82
"100","Amsterdam","Augsburg",1
"101","Amsterdam","Bale",1
"102","Amsterdam","Barcelone",1
"103","Amsterdam","Beauvais",1
"104","Amsterdam","Birmingham",1
"105","Amsterdam","Camborne-Redruth",2
"106","Amsterdam","Charleroi",1
"107","Amsterdam","Cologne",4
"108","Amsterdam","Copenhague",1
"109","Amsterdam","Den Haag",21
"110","Amsterdam","Eindhoven",82
"111","Amsterdam","Enschede",1
"112","Amsterdam","Frankfurt",4
"113","Amsterdam","Freiburg",1
"114","Amsterdam","Hamburg",3
"115","Amsterdam","Helsinki",4
"116","Amsterdam","Kalmar",1
"117","Amsterdam","La Rochelle",8
"118","Amsterdam","Leeds",1
"119","Amsterdam","Liege",1
"120","Amsterdam","Lille",1
"121","Amsterdam","Linz",1
"122","Amsterdam","London",7
"123","Amsterdam","Lubeck",24
"124","Amsterdam","Lyon",1
"125","Amsterdam","Madrid",1
"126","Amsterdam","Mannheim",1
"127","Amsterdam","Memmingen",2
"128","Amsterdam","Milano",5
"129","Amsterdam","Monchengladbach",1
"130","Amsterdam","Munchen",1
"131","Amsterdam","Munster",3
"132","Amsterdam","Paris",23
"133","Amsterdam","Reims",2
"134","Amsterdam","Rotterdam",9
"135","Amsterdam","Saint-Etienne",4
"136","Amsterdam","Siegen",1
"137","Amsterdam","Sion",3
"138","Amsterdam","Stockholm",5
"139","Amsterdam","Strasbourg",1
"140","Amsterdam","Stuttgart",6
"141","Amsterdam","Utrecht",11
"142","Amsterdam","Valence",2
"143","Amsterdam","Viborg",1
"144","Amsterdam","Zurich",3
"145","Amsterdam","Zwolle",11
"146","Ancona","Amsterdam",1
"147","Ancona","Ancona",19
"148","Ancona","Baden-Baden",3
"149","Ancona","Bale",1
"150","Ancona","Berne",2
"151","Ancona","Bilbao",1
"152","Ancona","Bologna",2
"153","Ancona","Caen",1
"154","Ancona","Cuneo",12
"155","Ancona","Dortmund",1
"156","Ancona","Dublin",1
"157","Ancona","Gand",2
"158","Ancona","La Rochelle",1
"159","Ancona","Lille",1
"160","Ancona","London",1
"161","Ancona","Mannheim",2
"162","Ancona","Milano",21
"163","Ancona","Munchen",1
"164","Ancona","Paderborn",9
"165","Ancona","Paris",1
"166","Ancona","Stuttgart",3
"167","Ancona","Torino",1
"168","Ancona","Utrecht",1
"169","Ancona","Venezia",2
"170","Ancona","Zurich",3
"171","Angers","Amiens",1
"172","Angers","Angers",7
"173","Angers","Augsburg",1
"174","Angers","Berne",2
"175","Angers","Bologna",1
"176","Angers","Cambridge",2
"177","Angers","Cologne",1
"178","Angers","Essen",3
"179","Angers","Frankfurt",1
"180","Angers","Kiel",1
"181","Angers","London",1
"182","Angers","Lyon",2
"183","Angers","Milano",2
"184","Angers","Montpellier",3
"185","Angers","Munchen",1
"186","Angers","Munster",9
"187","Angers","Nantes",2
"188","Angers","Nice",1
"189","Angers","Orleans",1
"190","Angers","Paris",5
"191","Angers","Strasbourg",2
"192","Angers","Stuttgart",2
"193","Angers","Vasteras",1
"194","Angers","Zwolle",2
"195","Angouleme","Angouleme",6
"196","Angouleme","Bale",1
"197","Angouleme","Cologne",1
"198","Angouleme","Eindhoven",1
"199","Angouleme","Enschede",1
"200","Angouleme","La Rochelle",1
"201","Angouleme","Linkoping",1
"202","Angouleme","London",1
"203","Angouleme","Maastricht",1
"204","Angouleme","Nantes",1
"205","Angouleme","Paris",2
"206","Angouleme","Strasbourg",1
"207","Annecy","Aalborg",1
"208","Annecy","Annecy",5
"209","Annecy","Cologne",1
"210","Annecy","Dortmund",1
"211","Annecy","Exeter",2
"212","Annecy","Frankfurt",1
"213","Annecy","Grenoble",2
"214","Annecy","Helsinki",2
"215","Annecy","Liverpool",1
"216","Annecy","Lyon",2
"217","Annecy","Milano",1
"218","Annecy","Munchen",3
"219","Annecy","Nantes",1
"220","Annecy","Orleans",1
"221","Annecy","Paris",2
"222","Annecy","Perugia",1
"223","Annecy","Rouen",1
"224","Annecy","Saint-Brieuc",2
"225","Annecy","Saint-Gall",1
"226","Annecy","Siegen",1
"227","Annecy","Stuttgart",2
"228","Annecy","Verona",1
