"","source","target","flow"
"1","Aarhus","Milano",1
"2","Amsterdam","Amsterdam",8
"3","Amsterdam","Anvers",1
"4","Amsterdam","Cambridge",1
"5","Amsterdam","Copenhague",1
"6","Amsterdam","Cork",1
"7","Amsterdam","Eindhoven",6
"8","Amsterdam","Freiburg",1
"9","Amsterdam","Friedrichshafen",1
"10","Amsterdam","Grenoble",1
"11","Amsterdam","London",8
"12","Amsterdam","Milano",3
"13","Amsterdam","Munchen",7
"14","Amsterdam","Nice",1
"15","Amsterdam","Paris",11
"16","Amsterdam","Saint-Brieuc",1
"17","Amsterdam","Stockholm",3
"18","Amsterdam","Stuttgart",3
"19","Amsterdam","Turku",1
"20","Amsterdam","Zurich",1
"21","Annecy","Berne",2
"22","Annecy","Bruxelles",1
"23","Annecy","Friedrichshafen",1
"24","Annecy","Karlsruhe",1
"25","Annecy","Paris",1
"26","Annecy","Rennes",2
"27","Anvers","Amsterdam",2
"28","Anvers","Anvers",2
"29","Anvers","Eindhoven",4
"30","Anvers","Essen",1
"31","Anvers","Hamburg",1
"32","Anvers","Milano",2
"33","Anvers","Munchen",2
"34","Anvers","Paris",3
"35","Athens","Toulouse",1
"36","Augsburg","Munchen",1
"37","Augsburg","Stuttgart",1
"38","Bale","Bale",6
"39","Bale","Bremen",1
"40","Bale","Eindhoven",1
"41","Bale","Essen",1
"42","Bale","Frankfurt",3
"43","Bale","Freiburg",2
"44","Bale","Genova",1
"45","Bale","Mannheim",2
"46","Bale","Milano",3
"47","Bale","Monchengladbach",1
"48","Bale","Munchen",2
"49","Bale","Nurnberg",1
"50","Bale","Paris",4
"51","Bale","Zurich",5
"52","Berlin","Bale",3
"53","Berlin","Berlin",15
"54","Berlin","Cologne",6
"55","Berlin","Eindhoven",3
"56","Berlin","Frankfurt",5
"57","Berlin","Hamburg",1
"58","Berlin","Hannover",1
"59","Berlin","Helsinki",8
"60","Berlin","London",2
"61","Berlin","Munchen",6
"62","Berlin","Nurnberg",1
"63","Berlin","Paris",4
"64","Berlin","Stockholm",1
"65","Berlin","Stuttgart",5
"66","Berlin","Swindon",1
"67","Berlin","Wien",1
"68","Berlin","Zurich",1
"69","Berne","Berne",27
"70","Berne","Bruxelles",1
"71","Berne","Eindhoven",3
"72","Berne","Freiburg",1
"73","Berne","Helsinki",6
"74","Berne","London",1
"75","Berne","Milano",4
"76","Berne","Munchen",5
"77","Berne","Paris",7
"78","Berne","Stockholm",2
"79","Berne","Stuttgart",3
"80","Berne","Toulouse",3
"81","Besancon","Paris",1
"82","Besancon","Stuttgart",1
"83","Bilbao","Dusseldorf",1
"84","Bilbao","Karlsruhe",1
"85","Birmingham","Anvers",1
"86","Birmingham","Bale",1
"87","Birmingham","Birmingham",1
"88","Birmingham","Eindhoven",2
"89","Birmingham","London",2
"90","Birmingham","Paris",2
"91","Bologna","Metz-Nancy",1
"92","Bologna","Zurich",1
"93","Bordeaux","London",1
"94","Bratislava","Geneve",1
"95","Braunschweig","Cologne",1
"96","Braunschweig","Hannover",1
"97","Braunschweig","London",2
"98","Braunschweig","Paris",1
"99","Bregenz","Eindhoven",1
"100","Bregenz","Paris",1
"101","Bregenz","Stuttgart",1
"102","Bremen","Bale",1
"103","Bremen","Frankfurt",4
"104","Bremen","London",1
"105","Bremen","Munchen",1
"106","Bremen","Paris",2
"107","Brest","Amsterdam",2
"108","Brest","Eindhoven",3
"109","Brest","Hamburg",2
"110","Brest","Paris",1
"111","Brest","Stuttgart",1
"112","Bristol","Bristol",1
"113","Bristol","Grenoble",1
"114","Bristol","London",1
"115","Bristol","Munchen",3
"116","Bristol","Nurnberg",1
"117","Bristol","Paris",2
"118","Bristol","Stuttgart",3
"119","Bristol","Turku",1
"120","Bruxelles","Amsterdam",1
"121","Bruxelles","Athens",1
"122","Bruxelles","Bruxelles",14
"123","Bruxelles","Eindhoven",4
"124","Bruxelles","Frankfurt",1
"125","Bruxelles","Friedrichshafen",2
"126","Bruxelles","Helsinki",4
"127","Bruxelles","London",2
"128","Bruxelles","Milano",2
"129","Bruxelles","Munchen",3
"130","Bruxelles","Nurnberg",1
"131","Bruxelles","Paris",3
"132","Bruxelles","Stuttgart",1
"133","Bruxelles","Swindon",4
"134","Caen","Liverpool",1
"135","Cambridge","Cambridge",4
"136","Cambridge","Cologne",1
"137","Cambridge","Eindhoven",4
"138","Cambridge","Hamburg",1
"139","Cambridge","London",1
"140","Cambridge","Milano",1
"141","Cambridge","Munchen",1
"142","Cambridge","Paris",5
"143","Catania","Catania",1
"144","Catania","Eindhoven",2
"145","Catania","Freiburg",1
"146","Catania","Mannheim",1
"147","Catania","Milano",3
"148","Catania","Munchen",4
"149","Catania","Paris",7
"150","Catania","Stuttgart",1
"151","Catania","Toulouse",1
"152","Cologne","Berlin",1
"153","Cologne","Cologne",11
"154","Cologne","Eindhoven",22
"155","Cologne","Freiburg",3
"156","Cologne","Hamburg",9
"157","Cologne","Helsinki",6
"158","Cologne","Kiel",1
"159","Cologne","London",7
"160","Cologne","Milano",5
"161","Cologne","Munchen",4
"162","Cologne","Paris",4
"163","Cologne","Stuttgart",5
"164","Cologne","Swindon",2
"165","Copenhague","Copenhague",6
"166","Copenhague","Geneve",1
