"","source","target","flow"
"1","Aarhus","Dusseldorf",1
"2","Aarhus","Madrid",1
"3","Aarhus","Paris",1
"4","Aarhus","Saarbrucken",1
"5","Alicante","Alicante",1
"6","Amsterdam","Amsterdam",10
"7","Amsterdam","Bale",5
"8","Amsterdam","Bruxelles",3
"9","Amsterdam","Cologne",4
"10","Amsterdam","Copenhague",2
"11","Amsterdam","Den Haag",18
"12","Amsterdam","Dundee",1
"13","Amsterdam","Edinburgh",1
"14","Amsterdam","Erfurt",1
"15","Amsterdam","Frankfurt",3
"16","Amsterdam","Gand",1
"17","Amsterdam","Liverpool",1
"18","Amsterdam","London",10
"19","Amsterdam","Maastricht",4
"20","Amsterdam","Mannheim",2
"21","Amsterdam","Milano",1
"22","Amsterdam","Munster",1
"23","Amsterdam","Nantes",1
"24","Amsterdam","Nice",1
"25","Amsterdam","Paderborn",1
"26","Amsterdam","Palermo",1
"27","Amsterdam","Paris",14
"28","Amsterdam","Rotterdam",6
"29","Amsterdam","Strasbourg",1
"30","Amsterdam","Utrecht",1
"31","Amsterdam","Verona",1
"32","Angers","Angers",2
"33","Angers","Bale",1
"34","Angers","Lyon",3
"35","Angers","Paris",6
"36","Anvers","Anvers",1
"37","Anvers","Bale",2
"38","Anvers","Calais",2
"39","Anvers","Cologne",1
"40","Anvers","Copenhague",2
"41","Anvers","Den Haag",1
"42","Anvers","Groningen",1
"43","Anvers","Mannheim",1
"44","Anvers","Paris",1
"45","Athens","Dublin",1
"46","Athens","Galway",4
"47","Athens","Glasgow",1
"48","Athens","Zurich",1
"49","Augsburg","Berlin",1
"50","Augsburg","Bremen",1
"51","Augsburg","Munchen",1
"52","Bale","Aarhus",2
"53","Bale","Amsterdam",11
"54","Bale","Bale",404
"55","Bale","Barcelone",1
"56","Bale","Berlin",7
"57","Bale","Berne",14
"58","Bale","Birmingham",4
"59","Bale","Braunschweig",10
"60","Bale","Bremen",6
"61","Bale","Bruxelles",25
"62","Bale","Cambridge",9
"63","Bale","Charleroi",2
