letter	number	frequency	name
Zurich	2461	0.0838	Zurich
Stuttgart	1470	0.05	Stuttgart
Frankfurt	1423	0.0484	Frankfurt
Bologna	1280	0.0436	Bologna
Paris	1163	0.0396	Paris
Milano	1082	0.0368	Milano
Geneve	958	0.0326	Geneve
Ingolstadt	899	0.0306	Ingolstadt
Helsinki	770	0.0262	Helsinki
Munchen	750	0.0255	Munchen
Hamburg	702	0.0239	Hamburg
Bremen	701	0.0239	Bremen
Mannheim	565	0.0192	Mannheim
Dusseldorf	561	0.0191	Dusseldorf
Memmingen	527	0.0179	Memmingen
