letter	number	frequency	name
Paris	807	0.0836	Paris
Stuttgart	786	0.0814	Stuttgart
Frankfurt	704	0.0729	Frankfurt
Munchen	606	0.0628	Munchen
Cologne	413	0.0428	Cologne
Zurich	300	0.0311	Zurich
Milano	255	0.0264	Milano
Bale	253	0.0262	Bale
Essen	213	0.0221	Essen
Dusseldorf	211	0.0219	Dusseldorf
London	191	0.0198	London
Mannheim	182	0.0189	Mannheim
Wien	161	0.0167	Wien
Lyon	158	0.0164	Lyon
Dortmund	146	0.0151	Dortmund
