"","source","target","flow"
"1","Aalborg","Mannheim",1
"2","Aalborg","Munchen",1
"3","Aalborg","Vitoria-Gasteiz",1
"4","Aalborg","Zurich",1
"5","Aarhus","Aarhus",5
"6","Aarhus","Bale",1
"7","Aarhus","Barcelone",1
"8","Aarhus","Berlin",2
"9","Aarhus","Bologna",2
"10","Aarhus","Copenhague",2
"11","Aarhus","Esbjerg",1
"12","Aarhus","Firenze",1
"13","Aarhus","Karlsruhe",1
"14","Aarhus","London",2
"15","Aarhus","Luxembourg",1
"16","Aarhus","Milano",1
"17","Aarhus","Munchen",1
"18","Aarhus","Paderborn",1
"19","Aarhus","Paris",1
"20","Aarhus","Roma",2
"21","Aarhus","Stuttgart",5
"22","Aarhus","Vasteras",1
"23","Aberdeen","Aberdeen",7
"24","Aberdeen","London",1
"25","Aberdeen","Newcastle",1
"26","Aberdeen","Paris",3
"27","Aberdeen","Toulon",1
"28","Albi","Dublin",1
"29","Alicante","Alicante",2
"30","Alicante","Dortmund",1
"31","Alicante","Milano",1
"32","Alicante","Paris",3
"33","Amiens","Brive-la-Gaillarde",1
"34","Amiens","Cuneo",1
"35","Amiens","Eindhoven",1
"36","Amiens","Goteborg",1
"37","Amiens","Paris",1
"38","Amsterdam","Amsterdam",19
"39","Amsterdam","Ancona",1
"40","Amsterdam","Bale",1
"41","Amsterdam","Belfast",1
"42","Amsterdam","Berlin",1
"43","Amsterdam","Berne",1
"44","Amsterdam","Birmingham",2
"45","Amsterdam","Bregenz",6
"46","Amsterdam","Budapest",1
"47","Amsterdam","Copenhague",1
"48","Amsterdam","Dortmund",3
"49","Amsterdam","Dusseldorf",1
"50","Amsterdam","Eindhoven",9
"51","Amsterdam","Enschede",1
"52","Amsterdam","Frankfurt",5
"53","Amsterdam","Freiburg",2
"54","Amsterdam","Friedrichshafen",2
"55","Amsterdam","Geneve",1
"56","Amsterdam","Grenoble",1
"57","Amsterdam","Hamburg",1
"58","Amsterdam","Helsinki",2
"59","Amsterdam","Leeds",2
"60","Amsterdam","Liege",1
"61","Amsterdam","London",7
"62","Amsterdam","Lugano",1
"63","Amsterdam","Lyon",1
"64","Amsterdam","Milano",5
"65","Amsterdam","Munchen",20
"66","Amsterdam","Nice",2
"67","Amsterdam","Nurnberg",3
"68","Amsterdam","Paris",9
"69","Amsterdam","Southampton",1
"70","Amsterdam","Stuttgart",6
"71","Amsterdam","Torino",1
"72","Amsterdam","Venezia",1
"73","Amsterdam","Wien",1
"74","Amsterdam","Zurich",1
"75","Ancona","Ancona",6
"76","Ancona","Bale",1
"77","Ancona","Berlin",1
"78","Ancona","Birmingham",1
"79","Ancona","Bregenz",1
"80","Ancona","Bremen",1
"81","Ancona","Brive-la-Gaillarde",1
"82","Ancona","Bruxelles",2
"83","Ancona","Cologne",6
"84","Ancona","Dortmund",4
"85","Ancona","Dresden",3
"86","Ancona","Dusseldorf",1
"87","Ancona","Eindhoven",4
"88","Ancona","Firenze",3
"89","Ancona","Freiburg",2
"90","Ancona","Helsinki",1
"91","Ancona","Ingolstadt",1
"92","Ancona","Karlsruhe",1
"93","Ancona","Leeds",1
"94","Ancona","Leicester-Nottingham",1
