"","source","target","flow"
"1","Aalborg","Aalborg",1
"2","Aalborg","Freiburg",1
"3","Aalborg","Munchen",1
"4","Aalborg","Vicenza",1
"5","Aarhus","Aarhus",1
"6","Aarhus","Leeds",1
"7","Aarhus","Stockholm",1
"8","Amsterdam","Amsterdam",6
"9","Amsterdam","Ancona",1
"10","Amsterdam","Cambridge",1
"11","Amsterdam","Eindhoven",2
"12","Amsterdam","Frankfurt",1
"13","Amsterdam","Graz",1
"14","Amsterdam","Groningen",2
"15","Amsterdam","Hannover",1
"16","Amsterdam","Helsinki",2
"17","Amsterdam","London",1
"18","Amsterdam","Madrid",1
"19","Amsterdam","Malmo",1
"20","Amsterdam","Manchester",1
"21","Amsterdam","Marseille",1
"22","Amsterdam","Milano",1
"23","Amsterdam","Munchen",9
"24","Amsterdam","Nurnberg",1
"25","Amsterdam","Paris",6
"26","Amsterdam","Stockholm",1
"27","Amsterdam","Stuttgart",1
"28","Amsterdam","Swindon",1
"29","Amsterdam","Torino",1
"30","Amsterdam","Toulouse",1
"31","Amsterdam","Wien",1
"32","Amsterdam","Zurich",1
"33","Annecy","Annecy",3
"34","Annecy","Grenoble",2
"35","Annecy","Paris",1
"36","Anvers","Anvers",81
"37","Anvers","Cambridge",1
"38","Anvers","Edinburgh",1
"39","Anvers","Eindhoven",1
"40","Anvers","Frankfurt",1
"41","Anvers","Friedrichshafen",1
"42","Anvers","Mannheim",2
"43","Anvers","Munchen",1
"44","Anvers","Nurnberg",2
"45","Anvers","Paris",6
"46","Anvers","Roma",1
"47","Anvers","Torino",1
"48","Anvers","Wien",1
"49","Athens","Helsinki",2
"50","Augsburg","Augsburg",2
"51","Augsburg","Cologne",1
"52","Augsburg","Frankfurt",1
"53","Augsburg","London",1
"54","Augsburg","Munchen",1
"55","Augsburg","Toulouse",1
"56","Augsburg","Zurich",1
"57","Auxerre","London",1
"58","Baden-Baden","Baden-Baden",1
"59","Baden-Baden","Bale",1
"60","Baden-Baden","Freiburg",1
"61","Baden-Baden","Stuttgart",1
"62","Bad Kreuznach","Beauvais",1
"63","Bad Kreuznach","Paris",1
"64","Bale","Anvers",1
"65","Bale","Bad Kreuznach",1
"66","Bale","Bale",13
"67","Bale","Berne",3
"68","Bale","Cologne",2
"69","Bale","Eindhoven",1
"70","Bale","Frankfurt",2
"71","Bale","Geneve",1
"72","Bale","Helsinki",4
"73","Bale","Ingolstadt",2
"74","Bale","Letterkenny",2
"75","Bale","London",4
"76","Bale","Mannheim",16
"77","Bale","Memmingen",1
"78","Bale","Milano",1
"79","Bale","Munchen",4
"80","Bale","Paderborn",1
"81","Bale","Paris",5
"82","Bale","Stockholm",1
"83","Bale","Stuttgart",1
"84","Bale","Zurich",1
"85","Barcelone","Amsterdam",1
"86","Barcelone","Braunschweig",1
"87","Barcelone","Cologne",1
"88","Barcelone","Dortmund",1
"89","Barcelone","Leicester-Nottingham",1
"90","Beauvais","Eindhoven",1
"91","Beauvais","Madrid",1
"92","Beauvais","Paris",1
"93","Belfast","Paris",2
"94","Berlin","Anvers",1
"95","Berlin","Berlin",59
"96","Berlin","Berne",1
"97","Berlin","Bologna",1
"98","Berlin","Braunschweig",1
"99","Berlin","Cambridge",1
"100","Berlin","Cologne",13
"101","Berlin","Eindhoven",2
"102","Berlin","Enschede",2
"103","Berlin","Essen",2
"104","Berlin","Exeter",1
"105","Berlin","Freiburg",8
"106","Berlin","Galway",1
"107","Berlin","Groningen",2
"108","Berlin","Hamburg",2
"109","Berlin","Helsinki",4
"110","Berlin","Karlsruhe",1
"111","Berlin","London",3
"112","Berlin","Madrid",1
"113","Berlin","Mannheim",1
"114","Berlin","Munchen",14
"115","Berlin","Nurnberg",2
"116","Berlin","Paderborn",1
"117","Berlin","Paris",12
"118","Berlin","Stockholm",2
"119","Berlin","Stuttgart",4
"120","Berlin","Vaasa",1
"121","Berlin","Wien",2
"122","Berne","Bale",1
"123","Berne","Berlin",3
"124","Berne","Berne",27
"125","Berne","Bregenz",1
"126","Berne","Bremen",1
"127","Berne","Bruxelles",1
"128","Berne","Charleroi",1
"129","Berne","Cologne",3
"130","Berne","Copenhague",1
"131","Berne","Den Haag",1
"132","Berne","Eindhoven",3
"133","Berne","Enschede",3
"134","Berne","Essen",1
"135","Berne","Geneve",2
"136","Berne","Graz",1
"137","Berne","Groningen",2
"138","Berne","Hamburg",2
"139","Berne","Hannover",3
"140","Berne","Helsinki",8
"141","Berne","London",7
"142","Berne","Mannheim",2
"143","Berne","Marseille",4
"144","Berne","Monchengladbach",2
"145","Berne","Munchen",7
"146","Berne","Paris",14
"147","Berne","Perugia",1
"148","Berne","Stockholm",1
"149","Berne","Stuttgart",5
"150","Berne","Swindon",3
"151","Berne","Zurich",7
"152","Besancon","Budapest",1
"153","Besancon","Munchen",1
"154","Besancon","Nurnberg",1
"155","Besancon","Paris",6
"156","Birmingham","Birmingham",3
"157","Birmingham","Bruxelles",1
"158","Birmingham","Eindhoven",3
"159","Birmingham","Geneve",1
"160","Birmingham","London",2
"161","Birmingham","Munchen",4
"162","Birmingham","Nice",1
"163","Birmingham","Paris",1
"164","Birmingham","Zurich",1
"165","Bologna","Amsterdam",1
"166","Bologna","Ancona",2
"167","Bologna","Bale",2
"168","Bologna","Bologna",14
"169","Bologna","Cologne",1
"170","Bologna","Eindhoven",1
"171","Bologna","Frankfurt",2
"172","Bologna","Freiburg",1
"173","Bologna","Helsinki",2
"174","Bologna","Mannheim",2
"175","Bologna","Milano",4
"176","Bologna","Munchen",4
"177","Bologna","Paderborn",2
"178","Bologna","Paris",2
"179","Bologna","Stuttgart",4
"180","Bologna","Torino",1
"181","Bolzano","London",1
"182","Bordeaux","Bordeaux",1
"183","Bordeaux","Montpellier",1
"184","Bordeaux","Reims",1
"185","Bourges","Reims",1
"186","Bourges","Tampere",1
"187","Bourges","Zurich",1
"188","Bournemouth","Bournemouth",1
"189","Braunschweig","Braunschweig",6
"190","Braunschweig","Eindhoven",1
"191","Braunschweig","Frankfurt",1
"192","Braunschweig","Hannover",1
"193","Braunschweig","Helsinki",6
"194","Braunschweig","Karlsruhe",2
"195","Braunschweig","Mannheim",2
"196","Braunschweig","Munchen",4
"197","Braunschweig","Paris",4
"198","Braunschweig","Stockholm",1
"199","Braunschweig","Stuttgart",2
"200","Bremen","Berlin",1
"201","Bremen","Bremen",3
"202","Bremen","Helsinki",2
"203","Bremen","Paris",1
"204","Brest","Brest",3
"205","Brest","Eindhoven",2
