"","source","target","flow"
"1","Amsterdam","Amsterdam",1
"2","Amsterdam","Berlin",2
"3","Amsterdam","Bruxelles",1
"4","Amsterdam","London",2
"5","Amsterdam","Utrecht",1
"6","Amsterdam","Zurich",1
"7","Annecy","London",1
"8","Annecy","Zurich",1
"9","Anvers","Anvers",11
"10","Anvers","Dublin",1
"11","Anvers","Hamburg",2
"12","Anvers","London",1
"13","Anvers","Maidstone",1
"14","Anvers","Utrecht",6
"15","Athens","Athens",1
"16","Baden-Baden","Beauvais",1
"17","Baden-Baden","London",2
"18","Baden-Baden","Rotterdam",1
"19","Baden-Baden","Zurich",2
"20","Bad Kreuznach","Frankfurt",1
"21","Bale","Aberdeen",1
"22","Bale","Bale",139
"23","Bale","Berlin",3
"24","Bale","Braunschweig",1
"25","Bale","Bruxelles",1
"26","Bale","Charleroi",1
"27","Bale","Dublin",1
"28","Bale","Dusseldorf",1
"29","Bale","Essen",1
"30","Bale","Frankfurt",22
"31","Bale","Freiburg",1
"32","Bale","Geneve",1
"33","Bale","Graz",3
"34","Bale","Hamburg",1
"35","Bale","Hannover",1
"36","Bale","Helsinki",4
"37","Bale","Inverness",4
"38","Bale","Leicester-Nottingham",1
"39","Bale","London",3
"40","Bale","Malmo",1
"41","Bale","Mannheim",145
"42","Bale","Milano",3
"43","Bale","Munchen",1
"44","Bale","Newcastle",1
"45","Bale","Oslo",17
"46","Bale","Paris",4
"47","Bale","Rotterdam",2
"48","Bale","Saint-Gall",1
"49","Bale","Siena",1
"50","Bale","Southampton",1
"51","Bale","Stuttgart",1
"52","Bale","Turku",1
"53","Bale","Utrecht",1
"54","Bale","Wien",5
"55","Bale","Zurich",7
"56","Bale","Zwolle",1
"57","Barcelone","Bale",1
"58","Barcelone","Barcelone",13
"59","Barcelone","Cardiff",1
"60","Barcelone","Frankfurt",3
"61","Barcelone","Lubeck",1
"62","Barcelone","Lyon",2
"63","Barcelone","Mannheim",1
"64","Barcelone","Milano",1
"65","Barcelone","Wien",4
"66","Beauvais","London",1
"67","Beauvais","Lubeck",2
"68","Beauvais","Milano",2
"69","Belfast","Bale",5
"70","Belfast","Belfast",17
"71","Belfast","Dublin",5
"72","Belfast","Frankfurt",2
"73","Belfast","Galway",2
"74","Belfast","Liverpool",1
"75","Belfast","London",1
"76","Belfast","Mannheim",3
"77","Berlin","Bale",3
"78","Berlin","Berlin",13
"79","Berlin","Cologne",2
"80","Berlin","Dusseldorf",1
"81","Berlin","Erfurt",1
"82","Berlin","Hamburg",1
"83","Berlin","Helsinki",2
"84","Berlin","London",10
"85","Berlin","Lubeck",1
"86","Berlin","Mannheim",3
"87","Berlin","Munchen",1
"88","Berlin","Munster",3
"89","Berlin","Oslo",1
"90","Berlin","Paris",3
"91","Berlin","Stuttgart",4
"92","Berlin","Turku",1
"93","Berlin","Zurich",1
"94","Berne","Berne",3
"95","Berne","Braunschweig",1
"96","Berne","Frankfurt",1
"97","Berne","Hannover",1
"98","Berne","Innsbruck",1
"99","Berne","Munchen",1
"100","Berne","Zurich",1
"101","Bilbao","Bale",1
"102","Bilbao","Bilbao",2
"103","Bilbao","Birmingham",6
"104","Bilbao","Madrid",1
"105","Bilbao","Mannheim",1
"106","Bilbao","San Sebastian",1
"107","Birmingham","Birmingham",2
"108","Birmingham","Frankfurt",5
"109","Birmingham","Milano",1
"110","Birmingham","Zurich",1
"111","Bologna","Bologna",1
"112","Bologna","Munchen",1
"113","Bratislava","Zurich",1
"114","Braunschweig","Braunschweig",5
"115","Braunschweig","Cambridge",3
"116","Braunschweig","Cologne",10
"117","Braunschweig","Dusseldorf",1
"118","Braunschweig","Frankfurt",2
"119","Braunschweig","Mannheim",1
"120","Braunschweig","Milano",2
"121","Braunschweig","Siegen",1
"122","Braunschweig","Zurich",2
"123","Brighton","Brighton",1
"124","Brighton","Paris",2
"125","Brindisi","London",1
"126","Brindisi","Rotterdam",1
"127","Brno","Brno",1
"128","Bruxelles","Bale",1
"129","Bruxelles","Bruxelles",15
"130","Bruxelles","Cagliari",1
"131","Bruxelles","Frankfurt",1
"132","Bruxelles","Gand",2
"133","Bruxelles","London",2
"134","Bruxelles","Milano",2
"135","Bruxelles","Munchen",2
"136","Bruxelles","Southampton",1
"137","Bruxelles","Utrecht",1
"138","Bruxelles","Wien",2
"139","Bruxelles","Zurich",1
"140","Cambridge","Birmingham",1
"141","Cambridge","Cambridge",2
"142","Cambridge","Geneve",1
"143","Cambridge","London",1
"144","Cambridge","Mannheim",1
"145","Cambridge","Paris",1
"146","Cardiff","Eindhoven",1
"147","Cardiff","Mannheim",1
"148","Charleroi","Anvers",1
"149","Charleroi","Charleroi",3
"150","Charleroi","Hamburg",1
"151","Charleroi","Mannheim",1
"152","Charleroi","Milano",1
"153","Charleroi","Paris",2
"154","Cologne","Bale",2
"155","Cologne","Berlin",3
"156","Cologne","Cologne",36
"157","Cologne","Dusseldorf",1
"158","Cologne","Frankfurt",5
"159","Cologne","Geneve",1
"160","Cologne","Helsinki",2
"161","Cologne","Ingolstadt",1
"162","Cologne","Innsbruck",1
"163","Cologne","London",2
"164","Cologne","Lyon",1
"165","Cologne","Mannheim",4
"166","Cologne","Munchen",3
"167","Cologne","Paris",5
"168","Cologne","Stockholm",2
"169","Cologne","Turku",3
"170","Copenhague","Bale",1
"171","Copenhague","Berlin",1
"172","Copenhague","Copenhague",2
"173","Copenhague","Dusseldorf",1
"174","Copenhague","London",2
"175","Copenhague","Mannheim",9
"176","Copenhague","Odense",1
"177","Copenhague","Rotterdam",1
"178","Copenhague","Stockholm",1
"179","Copenhague","Swindon",1
"180","Courtrai","Courtrai",2
"181","Courtrai","Monchengladbach",2
"182","Debrecen","Swindon",1
"183","Den Haag","Aberdeen",1
"184","Den Haag","Anvers",2
"185","Den Haag","Den Haag",9
"186","Den Haag","Eindhoven",1
"187","Den Haag","Goteborg",1
"188","Den Haag","Helsinki",2
"189","Den Haag","Mannheim",1
"190","Den Haag","Milano",1
"191","Den Haag","Munchen",1
