letter	number	frequency	name
Mannheim	571	0.1915	Mannheim
Bale	383	0.1284	Bale
Frankfurt	307	0.103	Frankfurt
Paris	169	0.0567	Paris
London	108	0.0362	London
Munchen	100	0.0335	Munchen
Zurich	86	0.0288	Zurich
Cologne	72	0.0241	Cologne
Berlin	51	0.0171	Berlin
Rotterdam	45	0.0151	Rotterdam
Milano	37	0.0124	Milano
Belfast	36	0.0121	Belfast
Bruxelles	31	0.0104	Bruxelles
Den Haag	29	0.0097	Den Haag
Goteborg	29	0.0097	Goteborg
